	samplename	var_	count	acc_var_	original_varname	acc_varname	groupid	notes
32	Zimny_a5	70	1675	12	Fagus sylvatica	Fagus	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
33	Zimny_a5	1259	1	1148	Fallopia convolvulus-type	Fallopia	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
34	Zimny_a5	1020	19	167	Filicales monolete	Monolete fern spores	VACR	GroupID taken from POLNET. Only one taxon matched that acc_varname.
35	Zimny_a5	73	7	73	Filipendula	Filipendula	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
36	Zimny_a5	578	3	481	Frangula alnus	Frangula alnus	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
37	Zimny_a5	75	88	75	Fraxinus excelsior	Fraxinus excelsior-type	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
38	Zimny_a5	683	2398	683	Fungi	Fungi	FUNG	GroupID taken from POLNET. Only one taxon matched that acc_varname.
39	Zimny_a5	616	3	119	Galium-type	Rubiaceae	HERB	Inconsistent at the groupID and higher_groupID levels between EPD and NEOTOMA. Going for EPD groupID.
40	Zimny_a5	1263	2	1263	Gypsophilla repens	Gypsophila repens-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
41	Zimny_a5	1264	1	1264	Hepatica	Hepatica	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
42	Zimny_a5	837	1	492	Hippophae rhamnoides	Hippophae rhamnoides	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
43	Zimny_a5	960	28	274	Hordeum-type	Hordeum-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
44	Zimny_a5	1154	13	221	Humulus/Cannabis	Humulus/Cannabis	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
45	Zimny_a5	82	26	82	Hypericum	Hypericum	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
46	Zimny_a5	866	1	866	Impatiens	Impatiens	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
47	Zimny_a5	84	1	84	Jasione	Jasione montana-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
48	Zimny_a5	15	17	15	Juglans	Juglans	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
49	Zimny_a5	952	59	85	Juniperus communis	Juniperus communis-type	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
50	Zimny_a5	16	219	16	Larix	Larix/Pseudotsuga	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
51	Zimny_a5	89	1	89	Liliaceae	Liliaceae-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
52	Zimny_a5	976	1	203	Lycopodium annotinum	Lycopodium annotinum-type	VACR	GroupID taken from POLNET. Only one taxon matched that acc_varname.
53	Zimny_a5	486	3	486	Melampyrum	Melampyrum	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
54	Zimny_a5	1083	2	92	Mentha-type	Mentha-type	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
55	Zimny_a5	972	1	195	Menyanthes trifoliata	Menyanthes trifoliata	AQUA	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
56	Zimny_a5	243	1	243	Mercurialis	Mercurialis	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
57	Zimny_a5	1272	2	1272	Myriophyllum verticilatum	Myriophyllum verticillatum	AQUA	GroupID taken from POLNET. Only one taxon matched that acc_varname.
58	Zimny_a5	1273	5	919	Oenanthe-type	Oenanthe	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
59	Zimny_a5	1274	2	551	Ononis-type	Ononis	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
60	Zimny_a5	794	203	794	Picea abies	Picea abies-type	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
61	Zimny_a5	799	3399	148	Pinus sylvestris	Pinus sylvestris-type	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
62	Zimny_a5	87	664	87	Plantago lanceolata	Plantago lanceolata-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
63	Zimny_a5	105	44	105	Plantago major	Plantago major	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
64	Zimny_a5	1179	18	709	Plantago media	Plantago media	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
65	Zimny_a5	106	2701	106	Poaceae	Poaceae	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
66	Zimny_a5	1088	9	278	Polygonum aviculare-type	Polygonum aviculare-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
67	Zimny_a5	636	1	636	Polygonum bistorta	Polygonum bistorta	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
68	Zimny_a5	107	88	107	Populus	Populus	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
69	Zimny_a5	637	59	524	Potentilla-type	Potentilla-type	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
70	Zimny_a5	200	1	200	Pteridium aquilinum	Pteridium aquilinum	VACR	GroupID taken from POLNET. Only one taxon matched that acc_varname.
71	Zimny_a5	208	1824	208	Quercus	Quercus	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
72	Zimny_a5	641	29	113	Ranunculus acris-type	Ranunculus acris-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
73	Zimny_a5	118	4	118	Rosaceae	Rosaceae	TRSH	Inconsistent at the groupID and higher_groupID levels between EPD and NEOTOMA. Going for EPD groupID.
74	Zimny_a5	645	104	121	Rumex acetosa-type	Rumex acetosa-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
75	Zimny_a5	1281	339	121	Rumex acetosella	Rumex acetosa-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
76	Zimny_a5	25	77	25	Salix	Salix	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
77	Zimny_a5	493	91	423	Sambucus	Sambucus	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
78	Zimny_a5	1284	4	1284	Scleranthus annuus	Scleranthus annuus	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
79	Zimny_a5	1286	981	1286	Scleranthus perennis	Scleranthus perennis	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
80	Zimny_a5	272	95	272	Secale cereale	Secale cereale	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
81	Zimny_a5	1204	1	1204	Solanum dulcamara	Solanum dulcamara	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
82	Zimny_a5	1287	1	241	Solanum nigrum-type	Solanum nigrum-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
83	Zimny_a5	1288	24	1288	Sonchus-type	Sonchus-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
84	Zimny_a5	1242	149	132	Sorbus-type	Sorbus-type	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
85	Zimny_a5	165	11	165	Sphagnum	Sphagnum	NOPO	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
86	Zimny_a5	1291	6	49	Stellaria-type	Cerastium-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
87	Zimny_a5	135	1	135	Symphytum	Symphytum	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
88	Zimny_a5	136	1	136	Taxus baccata	Taxus baccata	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
89	Zimny_a5	870	2	870	Thelypteris palustris	Thelypteris palustris	VACR	GroupID taken from POLNET. Only one taxon matched that acc_varname.
90	Zimny_a5	137	2	137	Thalictrum	Thalictrum	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
91	Zimny_a5	29	1186	29	Tilia	Tilia	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
92	Zimny_a5	1292	1	1292	Tragopogon pratensis	Tragopogon	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
93	Zimny_a5	1293	11	139	Trifolium pratense-type	Trifolium pratense-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
94	Zimny_a5	141	29	141	Trifolium repens	Trifolium repens-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
95	Zimny_a5	1294	6	140	Trifolium-type	Trifolium-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
96	Zimny_a5	1243	127	1209	Triticum-type	Triticum-type	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
97	Zimny_a5	1296	1	1296	Typha angustifolia	Typha angustifolia	HELO	GroupID taken from POLNET. Only one taxon matched that acc_varname.
98	Zimny_a5	1297	6	433	Typha latifolia	Typha latifolia	HELO	GroupID taken from POLNET. Only one taxon matched that acc_varname.
99	Zimny_a5	31	19	31	Ulmus	Ulmus/Zelkova	TRSH	GroupID taken from POLNET. Many taxa matched that acc_varname, consistent at the groupID level.
100	Zimny_a5	663	1341	663	Urtica	Urtica	HERB	GroupID taken from POLNET. Many taxa matched that acc_varname, inconsistent at the groupID level, but all consistent for their higher_groupID.
101	Zimny_a5	1298	4	1298	Ustulina	Ustulina	FUNG	GroupID taken from POLNET. Only one taxon matched that acc_varname.
102	Zimny_a5	1299	3	1255	Varia	Coronilla varia	HERB	GroupID taken from POLNET. Only one taxon matched that acc_varname.
103	Zimny_a5	1217	6	1217	Viburnum opulus	Viburnum opulus	TRSH	GroupID taken from POLNET. Only one taxon matched that acc_varname.
