var_	acc_var_	original_varname	acc_varname	groupid	notes
3905		Ranunculus undiff. type	Ranunculus-type	HERB	NULL
3906		Diospyros clumps	Diospyros	TRSH	NULL
3907		EMA-104: Neurospora	Neurospora	FUNG	NULL
3908		Aroos daryaee	Indeterminable: unknown	INUN	NULL
3909		Sanicula europaea	Sanicula europaea	HERB	NULL
3910		Ophioglossum vulgatum type B	Ophioglossum vulgatum	VACR	NULL
3911		Centaurea undiff. type	Centaurea	HERB	NULL
3912		Type x	Indeterminable: unknown	INUN	NULL
3913		cf. Sporidesmium	cf. Sporidesmium	FUNG	NULL
3914		Parrotia persica clumps of two	Parrotia persica	TRSH	NULL
3915		Ilex type	Ilex	TRSH	NULL
3916		Stahhys sylvatica type	Galeopsis-type	HERB	NULL
3917		Ficus carica	Ficus carica	TRSH	NULL
3918		Astragalus alpinus	Astragalus-type	HERB	NULL
3919		Rumex acetosa group	Rumex acetosa-type	HERB	NULL
3920		Rumex conglomeratus group	Rumex crispus-type	HERB	NULL
3921		Wild grass group clumps of two	Poaceae	HERB	NULL
3922		Type 89 : Tetraploa aristata	Tetraploa aristata	FUNG	NULL
3923		Type 143: Asc. of Diporotheca	Diporotheca	FUNG	NULL
3924		Buxus clumps	Buxus	TRSH	NULL
3925		Buxus clumps of two	Buxus	TRSH	NULL
3926		Alnus glutinosa T	Alnus glutinosa-type	TRSH	NULL
3927		Astragalus T	Astragalus-type	HERB	NULL
3928		Brassicaeae	Brassicaceae	HERB	NULL
3929		Centaurea jacea T	Centaurea nigra-type	HERB	NULL
3930		Cerealia T	Cerealia-type	HERB	NULL
3931		Cyperaceae undiff	Cyperaceae	HERB	NULL
3932		DryopterisT	Dryopteris-type	VACR	NULL
3933		Geum T	Geum-type	HERB	NULL
3934		Hordeum T	Hordeum-type	HERB	NULL
3935		indiff	Indeterminable: unknown	INUN	NULL
3936		Larix  decidua T	Larix/Pseudotsuga	TRSH	NULL
3937		Picea Stomata	Picea: stomata	VEMI	NULL
3938		Pinus sylvestris T	Pinus sylvestris-type	TRSH	NULL
3939		Poaceae undiff	Poaceae	HERB	NULL
3940		Polypodiaceae undiff	Monolete fern spores	VACR	NULL
3941		Polypodiceae, Sporangium	Polypodiaceae: sporangia	VEMI	NULL
3942		Potentilla T	Potentilla-type	HERB	NULL
3943		Ranunculus acris T	Ranunculus acris-type	HERB	NULL
3944		Sambucus nigra/racemosa	Sambucus nigra	TRSH	NULL
3945		Senecio T	Senecio-type	HERB	NULL
3946		Sorbus T	Sorbus-type	TRSH	NULL
3947		Triticum T	Triticum-type	HERB	NULL
3948		Vaccinium T	Vaccinium-type	DWAR	NULL
3949		Bryideae	Bryophyte spores	BRYO	NULL
3950		Cerastium fontanum T	Cerastium-type	HERB	NULL
3951		Eupatorium cannabinum T	Aster-type	HERB	NULL
3952		Holzkohlepartikel	Charcoal	CHAR	NULL
3953		Pedicularis palustris T	Pedicularis palustris-type	HERB	NULL
3954		Prunus T	Prunus-type	TRSH	NULL
3955		Sparganium T	Sparganium-type	AQUA	NULL
3956		Trifolium repens T	Trifolium repens-type	HERB	NULL
3957		Unbestimmbare	Indeterminable: unknown	INUN	NULL
3958		Xanthium spinosum T	Xanthium	HERB	NULL
3959		Avena T	Avena-type	HERB	NULL
3960		Hippophaë rhamnoides	Hippophae rhamnoides	TRSH	NULL
3961		Lysimachia vulgaris T	Lysimachia vulgaris-type	HERB	NULL
3962		Peucedanum palustre T	Peucedanum-type	HERB	NULL
3963		Pimpinella major T	Pimpinella major-type	HERB	NULL
3964		Silene T	Silene-type	HERB	NULL
3965		Viburnum opulus/tinus	Viburnum opulus/V. tinus	TRSH	NULL
3966		Allium ursinum T	Allium ursinum-type	HERB	NULL
3967		Aruncus T	Aruncus/Spiraea	HERB	NULL
3968		Chaerophyllum hirsutum T	Chaerophyllum hirsutum-type	HERB	NULL
3969		Cuscuta europaea T	Cuscuta europaea-type	HERB	NULL
3970		Juncus Samenfragment	Juncus: seed	MACR	NULL
3971		Valeriana officinalis T	Valeriana officinalis-type	HERB	NULL
3972		Vicia T	Vicia-type	HERB	NULL
3973		Achillea T	Matricaria-type	HERB	NULL
3974		Alchemilla G	Alchemilla/Aphanes	HERB	NULL
3975		Caltha T	Caltha-type	HELO	NULL
3976		Diphasium alpinum T	Lycopodium clavatum-type	VACR	NULL
3977		Heracleum sphondyleum	Heracleum sphondylium	HERB	NULL
3978		Lycopodium clavatum T	Lycopodium clavatum-type	VACR	NULL
3979		Rumex obtusifolius T	Rumex crispus-type	HERB	NULL
3980		Hypericum perforatum T	Hypericum perforatum-type	HERB	NULL
3981		Mentha T	Mentha-type	HERB	NULL
3982		Phyteuma T	Phyteuma-type	HERB	NULL
3983		Polygonum persicaria T	Persicaria maculosa-type	HERB	NULL
3984		Pulmonaria T	Anchusa/Pulmonaria	HERB	NULL
3985		Rhinanthus T	Rhinanthus-type	HERB	NULL
3986		Typha latifolia T	Typha latifolia-type	HELO	NULL
3987		Centaurium pulchellum T	Centaurium	HERB	NULL
3988		Cotynus coggyria	Cotinus coggygria	TRSH	NULL
3989		Mercurialis perennis T	Mercurialis perennis-type	HERB	NULL
3990		Orlaya grandiflora	Orlaya	HERB	NULL
3991		Polygonum aviculare T	Polygonum aviculare-type	HERB	NULL
3992		Rhus G	Rhus-type	TRSH	NULL
3993		Anethum graveolens	Anethum graveolens	HERB	NULL
3994		Campanula trachelium T	Campanula trachelium-type	HERB	NULL
3995		Indiff.	Indeterminable: unknown	INUN	NULL
3996		Larix decidua T	Larix/Pseudotsuga	TRSH	NULL
3997		Phacelia tanacetifolia	Phacelia	HERB	NULL
3998		Quercus robur T	Quercus robur-type	TRSH	NULL
3999		Ranunculus aquatilis T	Ranunculus aquatilis-type	AQUA	NULL
4000		Sium latifolium T	Sium-type	HERB	NULL
4001		Viburnum opulus T	Viburnum opulus	TRSH	NULL
4002		Aconitum T	Aconitum	HERB	NULL
4003		indiff	Indeterminable: undiff.	INUN	NULL
4004		Larix  decidua-type	Larix/Pseudotsuga	TRSH	NULL
4005		Phacelia-typeanacetifolia	Phacelia	HERB	NULL
4006		Rumex aquaticus-typeype	Rumex aquaticus-type	HERB	NULL
4007		Sambucus nigra/racemosa	Sambucus nigra/S. racemosa	TRSH	NULL
4008		Ailanthus altissima	Ailanthus	TRSH	NULL
4009		Allium ursinum-type	Allium ursinum-type	HERB	NULL
4010		Ballota-type	Ballota-type	HERB	NULL
4011		Lonicera xylosteum-type	Lonicera xylosteum-type	TRSH	NULL
4012		Cardamine type	Cardamine-type	HERB	NULL
4013		Dryopteris type	Dryopteris-type	VACR	NULL
4014		Euphorbia type	Euphorbia	HERB	NULL
4015		Graminae	Poaceae	HERB	NULL
4016		Lactucae	Asteraceae subf. Cichorioideae	HERB	NULL
4017		Larix type	Larix/Pseudotsuga	TRSH	NULL
4018		Utricularia vulgaris	Utricularia	AQUA	NULL
4019		Potentilla	Potentilla palustris	HERB	NULL
4020		Tilletia sphagnii	Tilletia sphagni	FUNG	NULL
4021		Rubus chameomorus	Rubus chamaemorus	HERB	NULL
4022		Lycopodium undiff	Lycopodium	VACR	NULL
4023		Plantago undiff	Plantago	HERB	NULL
4024		Delphiunium elatum	Consolida-type	HERB	NULL
4025		Botrychium multifidum	Botrychium lunaria-type	VACR	NULL
4026		Anchusa officinalis	Anchusa/Pulmonaria	HERB	NULL
4027		Persicaria maculosa	Persicaria maculosa-type	HERB	NULL
4028		Asplenium ceterach type	Asplenium ceterach-type	VACR	NULL
4029		Nymphaeae	Nymphaea	AQUA	NULL
4030		Helianthetum	Helianthemum	HERB	NULL
4031		Rumex und.	Rumex/Oxyria	HERB	NULL
4032		Solanum tuberosum	Solanum tuberosum	HERB	NULL
4033		Viola tricolor type	Viola tricolor-type	HERB	NULL
4034		Trientalis europea	Trientalis europaea	HERB	NULL
4035		Helianthemum nummularium group	Helianthemum nummularium-type	HERB	NULL
4036		pollen s vypuklymi porami	Indeterminable: unknown	INUN	NULL
4037		Sorbus group	Rosaceae (non-operculate)	TRSH	NULL
4038		Primula veris group	Primula veris-type	HERB	NULL
4039		Valeriana saxatilis-type	Valeriana saxatilis-type	HERB	NULL
4040		cf Adoxa moschatellina	cf. Adoxa moschatellina	HERB	NULL
4041		Pericolpat 42 mkm	Indeterminable: unknown	INUN	NULL
4042		Ulmus / Zelkova	Ulmus/Zelkova	TRSH	NULL
4043		Pulsatilla alpina?	cf. Pulsatilla alpina	HERB	NULL
4044		4-5 colporat 20 mkm, psilat, schmetterlingsporen	4-5 colporat 20 mkm, psilat, schmetterlingsporen	NOPO	NULL
4045		Asteraceae clumps	Asteraceae	HERB	NULL
4046		Scabiosa argentea	Scabiosa argentea	HERB	NULL
4047		Brassicaceae clumps	Brassicaceae	HERB	NULL
4048		Liguliflorae clumps	Asteraceae subf. Cichorioideae	HERB	NULL
4049		Bistorta-type	Polygonum bistorta-type	HERB	NULL
4050		Campanula trachelium-type	Campanula trachelium-type	HERB	NULL
4051		Rhododendron ? 22 TE	Ericales (tetrad)	DWAR	NULL
4052		Camelia sinensis?	cf. Camelia sinensis	TRSH	NULL
4053		Rhus coriaria-type	Rhus coriaria-type	TRSH	NULL
4054		Castanea clumps	Castanea sativa	TRSH	NULL
4055		Pinus clumps	Pinus	TRSH	NULL
4056		Lithospermum arvense	Buglossoides arvensis	HERB	NULL
4057		Cereale	Cerealia-type	HERB	NULL
4058		Rumex ac/ac-type	Rumex acetosa-type	HERB	NULL
4059		Polygonum sec.	Polygonum-type (tricolporate)	HERB	NULL
4060		Taraxacum type	Crepis-type	HERB	NULL
4061		Polygonum Persicaria	Persicaria maculosa-type	HERB	NULL
4062		Potamogeonaceae	Potamogeton-type	AQUA	NULL
4063		Ranunculus flammula	Ranunculus flammula-type	HELO	NULL
4064		Thalictrum type	Thalictrum	HERB	NULL
4065		Avena-Triticum	Avena/Triticum-type	HERB	NULL
4066		Lycopodium annium	Lycopodium	VACR	NULL
4067		Triticum/Avena	Triticum-type	HERB	NULL
4068		Poppulus	Populus	TRSH	NULL
4069		Emphetrum nigrum	Empetrum nigrum	DWAR	NULL
4070		Picea stomata	Picea: stomata	VEMI	NULL
4071		Pinus stomata	Pinus: stomata	VEMI	NULL
4072		Typha sp.	Typha/Sparganium	AQUA	NULL
4073		Nymphaceae	Nymphaeaceae	AQUA	NULL
4074		Rannunculus flamula	Ranunculus flammula-type	HELO	NULL
4075		Carex simbiotic fungi (carex indicator)	Carex simbiotic fungi (carex indicator)	FUNG	NULL
4076		Kretzschamria deusta (fungi)	Kretzschamria deusta (fungi)	FUNG	NULL
4077		Nymphaceae basall cell	Nymphaeaceae: base cells	VEMI	NULL
4078		Nymphaceae sclereid	Nymphaeaceae: macroremains	VEMI	NULL
4079		Nymphar	Nuphar	AQUA	NULL
4080		Aquilegia type	Aquilegia	HERB	NULL
4081		Rumex-Typ	Rumex/Oxyria	HERB	NULL
4082		Vaccinium-Typ	Vaccinium-type	DWAR	NULL
4083		Senecio type	Senecio-type	HERB	NULL
4084		Picea schrenkiana	Picea schrenkiana	TRSH	NULL
4085		Prunus t.	Prunus-type	TRSH	NULL
4086		Sorbus/Rubus t.	Rosaceae (non-operculate)	TRSH	NULL
4087		Aruncus t.	Aruncus/Spiraea	HERB	NULL
4088		Boraginaceae indet.	Boraginaceae	HERB	NULL
4089		Brassicaceae Hornungia & Sinapis t.	Brassicaceae	HERB	NULL
4090		Cirsium t.	Cirsium	HERB	NULL
4091		Cousinia t.	Cousinia	HERB	NULL
4092		Ephedra distachya t.	Ephedra distachya-type	TRSH	NULL
4093		Ephedra fragilis t.	Ephedra fragilis-type	TRSH	NULL
4094		Fabaceae indet.	Fabaceae undiff.	HERB	NULL
4095		Geranium t.	Geranium	HERB	NULL
4096		Hypericaceae	Hypericum	HERB	NULL
4097		Lamiaceae indet.	Lamiaceae	HERB	NULL
4098		Lathyrus t.	Lathyrus-type	HERB	NULL
4099		Ligusticum t.	Ligustrum-type	TRSH	NULL
4100		Matricaria t.	Matricaria-type	HERB	NULL
4101		Mentha t.	Mentha-type	HERB	NULL
4102		Plantago lanceolata t.	Plantago lanceolata-type	HERB	NULL
4103		Polygonum aviculare t.	Polygonum aviculare-type	HERB	NULL
4104		Ranunculaceae indet.	Ranunculaceae	HERB	NULL
4105		Ranunculus acris t.	Ranunculus acris-type	HERB	NULL
4106		Rhinanthus t.	Rhinanthus-type	HERB	NULL
4107		Rumex obtusifolius t.	Rumex crispus-type	HERB	NULL
4108		Ruta t.	Ruta	TRSH	NULL
4109		Scrophulariaceae indet.	Scrophulariaceae (colporate-reticulate)	HERB	NULL
4110		Senecio t.	Senecio-type	HERB	NULL
4111		Sium t.	Sium-type	HERB	NULL
4112		Teucrium t.	Teucrium	HERB	NULL
4113		Thalictrum type N	Thalictrum	HERB	NULL
4114		Thalictrum type R	Thalictrum	HERB	NULL
4115		Trifolium t.	Trifolium-type	HERB	NULL
4116		Juniperus Stomata	Juniperus: stomata	VEMI	NULL
4117		Elaeagnus t.	Elaeagnus type	TRSH	NULL
4118		Centaurea montana t.	Centaurea montana-type	HERB	NULL
4119		Centaurea nigra t.	Centaurea nigra-type	HERB	NULL
4120		Dipsacaceae indet.	Dipsacaceae	HERB	NULL
4121		Gentiana indet.	Gentiana	HERB	NULL
4122		Gentiana pneumonanthe t.	Gentiana pneumonanthe-type	HERB	NULL
4123		Pedicularis t.	Pedicularis	HERB	NULL
4124		Polygonaceae (?)	cf. Polygonaceae	INUN	NULL
4125		Salsola kali t.	Salsola kali	HERB	NULL
4126		Sparganium t.	Sparganium-type	AQUA	NULL
4127		Bupleurum t.	Apiaceae	HERB	NULL
4128		Daucus t.	Daucus	HERB	NULL
4129		Galeopsis t.	Galeopsis-type	HERB	NULL
4130		Liliaceae indet.	Liliaceae-type	HERB	NULL
4131		Potamogeton natans t.	Potamogeton natans-type	AQUA	NULL
4132		Rosaceae indet.	Rosaceae	TRSH	NULL
4133		Helianthemum t.	Helianthemum	HERB	NULL
4134		Paronychia t.	Paronychia	HERB	NULL
4135		Ranunculus reniformis t.	Ranunculus reniformis t.	INUN	NULL
4136		Apiaceae indet.	Apiaceae	HERB	NULL
4137		Saussurea t.	Saussurea-type	HERB	NULL
4138		Apiaceae types 2&3	Apiaceae	HERB	NULL
4139		Cannabis t.	Humulus/Cannabis	HERB	NULL
4140		Potentilla t.	Potentilla-type	HERB	NULL
4141		Linum t.	Linum	HERB	NULL
4142		Plantago indet.	Plantago	HERB	NULL
4143		Berula erecta	Berula erecta	HELO	NULL
4144		Plantago major/media t.	Plantago major/P. media-type	HERB	NULL
4145		Polemonium t.	Polemonium	HERB	NULL
4146		Pulmonaria t.	Anchusa/Pulmonaria	HERB	NULL
4147		Conium t.	Conium maculatum	HERB	NULL
4148		Xanthium t.	Xanthium	HERB	NULL
4149		Rhamnus cathartica	Rhamnus-type	TRSH	NULL
4150		Acer turkestanica	Acer campestre-type	TRSH	NULL
4151		Fraxinus sogdiana	Fraxinus sogdiana	TRSH	NULL
4152		Morus alba t.	Morus	TRSH	NULL
4153		Impatiens t.	Impatiens	HERB	NULL
4154		Plumbaginaceae indet.	Plumbaginaceae	HERB	NULL
4155		Hyoscyamus t.	Hyoscyamus-type	HERB	NULL
4156		Valeriana officinalis t.	Valeriana officinalis-type	HERB	NULL
4157		Alisma t.	Alisma-type	HELO	NULL
4158		Rosa t.	Rosa	TRSH	NULL
4159		Lonicera t.	Lonicera	TRSH	NULL
4160		Ranunculus aquatilis t.	Ranunculus aquatilis-type	AQUA	NULL
4161		Papaver rhoeas t.	Papaver rhoeas-type	HERB	NULL
4162		Ranunculus arvensis t.	Ranunculus arvensis-type	HERB	NULL
4163		Arceuthobium	Arceuthobium oxycedri	TRSH	NULL
4164		Bistorta t.	Polygonum bistorta-type	HERB	NULL
4165		Eryngium t.	Eryngium	HERB	NULL
4166		Plantago tenuiflora t.	Plantago tenuiflora	HERB	NULL
4167		Campanulaceae indet.	Campanulaceae	HERB	NULL
4168		Scabiosa t.	Scabiosa	HERB	NULL
4169		Roemeria t.	Roemeria-type	HERB	NULL
4170		Sanguisorba minor t.	Sanguisorba minor-type	HERB	NULL
4171		Galium- type	Rubiaceae	HERB	NULL
4172		Chamenerion	Epilobium	HERB	NULL
4173		Xanthium-type	Ambrosia/Xanthium	HERB	NULL
4174		Bryophyta	Bryophyte spores	BRYO	NULL
4175		Hieracium	Crepis-type	HERB	NULL
4176		Rumex acetosella	Rumex acetosa-type	HERB	NULL
4177		Varia	Coronilla varia	HERB	NULL
4178		Myriophyllum verticilatum	Myriophyllum verticillatum	AQUA	NULL
4179		Pediastrum boryanum-type	Pediastrum boryanum	ALGA	NULL
4180		Sparganium erectum-type	Sparganium erectum	HELO	NULL
4181		Triticum/Hordeum	Cerealia-type	HERB	NULL
4182		Ustulina	Ustulina	FUNG	NULL
4183		Oxycoccus	Vaccinium-type	DWAR	NULL
4184		Tragopogon pratensis	Tragopogon	HERB	NULL
4185		Filicales monoletae sporangia	Monolete fern spores	VACR	NULL
4186		Lithospermum arvense-type	Buglossoides arvensis	HERB	NULL
4187		Gypsophilla repens	Gypsophila repens-type	HERB	NULL
4188		Pinus subgen. Diploxylon	Pinus sylvestris-type	TRSH	NULL
4189		Alnus viridis subsp. fruticosa-type	Alnus viridis	TRSH	NULL
4190		Pollen indeterminata	Indeterminable: unknown	INUN	NULL
4191		Pollen total	Indeterminable: unknown	INUN	NULL
4192		Asteraceae subfam. Cichorioideae	Asteraceae subf. Cichorioideae	HERB	NULL
4193		Pinus subgen. Haploxylon	Pinus cembra-type	TRSH	NULL
4194		Pollen, corroded	Indeterminable: corroded	INUN	NULL
4195		Pollen, broken	Indeterminable: broken	INUN	NULL
4196		Pollen, degraded	Indeterminable: degraded	INUN	NULL
4197		Pollen, concealed	Indeterminable: concealed	INUN	NULL
4198		Pollen, crumpled	Indeterminable: crumpled	INUN	NULL
4199		Pollen indeterminata	Indeterminable: undiff.	INUN	NULL
4200		Quercus cf. Q. semecarpifolia	Quercus	TRSH	NULL
4201		Quercus subgen. Cyclobalanopsis-type	Quercus ilex-type	TRSH	NULL
4202		Poaceae wildgrass-type	Poaceae	HERB	NULL
4203		Poaceae cereal-type	Cerealia-type	HERB	NULL
4204		Chenopodiaceae/Amaranthaceae undifferentiated	Chenopodiaceae/Amaranthaceae	HERB	NULL
4205		Polygonum polycnemoides-type	Polygonum polycnemoides	HERB	NULL
4206		Minuartia-type	Moehringia-type	HERB	NULL
4207		Astragalus/Oxytropis-type	Astragalus-type	HERB	NULL
4208		Stellera	Stellera	TRSH	NULL
4209		Castanea/Castanopsis	Fagaceae	TRSH	NULL
4210		Cassiope-type	Erica ciliaris-type	DWAR	NULL
4211		Asteraceae subfam. Cichorioideae undifferentiated	Asteraceae subf. Cichorioideae	HERB	NULL
4212		Lomatogonium	Lomatogonium	HERB	NULL
4213		Primula/Linaria-type	Primula/Linaria-type	HERB	NULL
4214		Rosaceae undifferentiated	Rosaceae	TRSH	NULL
4215		Carpinus viminalis-type	Carpinus betulus	TRSH	NULL
4216		Knorringia	Knorringia	HERB	NULL
4217		Gentianella tenella-type	Gentianella tenella-type	HERB	NULL
4218		Primula clusiana/hirsuta-type	Primula hirsuta-type	HERB	NULL
4219		Veronica/Lamium album-type	Veronica/Lamium album-type	HERB	NULL
4220		Pleurospermum-type	Pleurospermum-type	HERB	NULL
4221		Aconogonon	Polygonaceae	HERB	NULL
4222		Ophelia-type	Ophelia-type	HERB	NULL
4223		Chamaerhodos-type	Chamaerhodos-type	HERB	NULL
4224		Cotoneaster-type	Cotoneaster	TRSH	NULL
4225		Anemone/Clematis-type	Ranunculus-type	HERB	NULL
4226		Bistorta	Polygonum bistorta-type	HERB	NULL
4227		Polygonum cognatum/molliaeforme-type	Polygonum cognatum	HERB	NULL
4228		Biebersteinia	Biebersteinia	HERB	NULL
4229		Scorzonera	Asteraceae subf. Cichorioideae	HERB	NULL
4230		Rhus-type	Rhus-type	TRSH	NULL
4231		cf. Aerva	Indeterminable: unknown	INUN	NULL
4232		Gentiana verna-type	Gentiana verna	HERB	NULL
4233		Papaver/Meconopsis	Papaveraceae	HERB	NULL
4234		Lycium	Lycium	TRSH	NULL
4235		Swertia-type	Swertia perennis	HERB	NULL
4236		Physochlaina	Physochlaina	HERB	NULL
4237		Saxifraga hirsuta-type	Saxifraga hirsuta-type	HERB	NULL
4238		Mallotus	Mallotus	TRSH	NULL
4239		Meliaceae	Meliaceae	TRSH	NULL
4240		Araliaceae	Araliaceae	TRSH	NULL
4241		Asteraceae matricaria-type	Matricaria-type	HERB	NULL
4242		Asteraceae saussurea-type	Saussurea-type	HERB	NULL
4243		Asteraceae senecio-type	Senecio-type	HERB	NULL
4244		Gerianiaceae	Geraniaceae	HERB	NULL
4245		Pollen, terrestrial	Indeterminable: unknown	INUN	NULL
4246		Arcella sp.	Arcella	RHIZ	NULL
4247		Centropyxis sp.	Centropyxis	ALGA	NULL
4248		Cyclopyxis sp.	Testate amoebae	NOPO	NULL
4249		Geumannomyces	Fungi	FUNG	NULL
4250		Macrobiotus harmsworthi-echinogenitus	Tardigrada	INVE	NULL
4251		Marker	Marker (counted)	NOPO	NULL
4252		Trees and shrubs	Indeterminable: unknown	INUN	NULL
4253		Herbs	Herbs	UPHE	NULL
4254		Adoxaceae	Adoxaceae	HERB	NULL
4255		Spores, trilete	Trilete spore(s)	VACR	NULL
4256		Macrobiotus hufelandii	Tardigrada	INVE	NULL
4257		Cryptomeria	Cryptomeria-type	TRSH	NULL
4258		Ranunculaceae thalictrum	Thalictrum	HERB	NULL
4259		Hydrangea	Hydrangea	TRSH	NULL
4260		Hyalosphenia sp.	Hyalosphenia	RHIZ	NULL
4261		Macrobiotus coronifer-islandicus	Tardigrada	INVE	NULL
4262		Ulmus-Zelkova	Ulmus/Zelkova	TRSH	NULL
4263		Aster. tubuliflorae	Asteraceae subf. Asteroideae	HERB	NULL
4264		P. atrata	Plantago atrata-type	HERB	NULL
4265		Cerealia-t.	Cerealia-type	HERB	NULL
4266		Urticac.-Moraceae	Urticaceae	HERB	NULL
4267		Ranunculus acris-t.	Ranunculus acris-type	HERB	NULL
4268		Typha-Sparganium	Sparganium-type	AQUA	NULL
4269		Indeterminated	Indeterminable: unknown	INUN	NULL
4270		E. fragilis-t.	Ephedra fragilis-type	TRSH	NULL
4271		C. orientalis	Ostrya/Carpinus orientalis	TRSH	NULL
4272		Melia	Abies	TRSH	NULL
4273		Convolvulaceae	Convolvulaceae undiff.	HERB	NULL
4274		P. avic.-bistorta	Polygonum-type (tricolporate)	HERB	NULL
4275		T. latifolia-t.	Typha latifolia-type	HELO	NULL
4276		Ephedra distachya-t.	Ephedra distachya-type	TRSH	NULL
4277		Encalyptus	Eucalyptus	TRSH	NULL
4278		Aster. liguliflorae	Asteraceae subf. Cichorioideae	HERB	NULL
4279		Q. sempervirens-t.	Quercus ilex-type	TRSH	NULL
4280		Fraxinus excelsior-t.	Fraxinus excelsior-type	TRSH	NULL
4281		M. verticillatum	Myriophyllum spicatum/M. verticillatum	AQUA	NULL
4282		Zannichellia palustris	Zannichellia	AQUA	NULL
4283		P. coronopus	Plantago coronopus-type	HERB	NULL
4284		Rubiaceae 6-colpate	Rubiaceae	HERB	NULL
4285		Ceratophyllum	Ceratophyllum: macroremains	MACR	NULL
4286		Reworked	Reworked pollen	PREQ	NULL
4287		Aesculus hippocastaneum	Aesculus hippocastanum	TRSH	NULL
4288		Salvinia-Azolla massulae	Salvinia	AQPT	NULL
4289		M. non psilate	Monolete fern spores	VACR	NULL
4290		Callitriche obtusangula	Callitriche	AQUA	NULL
4291		Carpinus bet.	Carpinus betulus	TRSH	NULL
4292		Quercus decid.	Quercus robur-type	TRSH	NULL
4293		Amar.-Chenop.	Chenopodiaceae/Amaranthaceae	HERB	NULL
4294		Ast. tubulifl.	Asteraceae subf. Asteroideae	HERB	NULL
4295		Typha-Spargan.	Sparganium-type	AQUA	NULL
4296		Monolete psil.	Monolete fern spores	VACR	NULL
4297		Polypod. vulg.	Polypodium	VACR	NULL
4298		Trilete psil.	Trilete spore(s)	VACR	NULL
4299		Pteridium aquilin.	Pteridium aquilinum	VACR	NULL
4300		Salvinia-Azolla massulae	Azolla/Salvinia	AQPT	NULL
4301		Ceratophyllum leaf spines	Ceratophyllum: spines	VEMI	NULL
4302		Pediastrum bor.	Pediastrum boryanum	ALGA	NULL
4303		P. simplex	Pediastrum simplex	ALGA	NULL
4304		Incertae sedis 5b	Indeterminable: unknown	INUN	NULL
4305		Pinus diplost.	Pinus sylvestris-type	TRSH	NULL
4306		Q. sempervirens	Quercus ilex-type	TRSH	NULL
4307		Asteraceae ligulifl.	Asteraceae subf. Cichorioideae	HERB	NULL
4308		Asteraceae tubul.	Asteraceae subf. Asteroideae	HERB	NULL
4309		Cistus monspeliensis t.	Cistus monspeliensis-type	TRSH	NULL
4310		Triletes lisses	Trilete spore(s)	VACR	NULL
4311		Indéterminés	Indeterminable: unknown	INUN	NULL
4312		Indéterminables	Indeterminable: unknown	INUN	NULL
4313		Pinaceae remaniés	Indeterminable: unknown	INUN	NULL
4314		Ericaceae remaniés	Indeterminable: unknown	INUN	NULL
4315		Carya remaniés	Indeterminable: unknown	INUN	NULL
4316		P. lanceolata	Plantago lanceolata-type	HERB	NULL
4317		Dryopteris filix mas t.	Dryopteris filix-mas-type	VACR	NULL
4318		P. bistorta	Polygonum bistorta-type	HERB	NULL
4319		Monoletes  lisses	Monolete fern spores	VACR	NULL
4320		Haloragaceae	Haloragaceae	UPHE	NULL
4321		Batrachium t.	Ranunculus aquatilis-type	AQUA	NULL
4322		Carpinus-Ostrya	Ostrya/Carpinus orientalis	TRSH	NULL
4323		Buddleia	Buddleia	TRSH	NULL
4324		Q. evergreen	Quercus ilex-type	TRSH	NULL
4325		Asteraceae tubuliflorae	Asteraceae subf. Asteroideae	HERB	NULL
4326		Remaniés	Indeterminable: unknown	INUN	NULL
4327		Myriophylum spicatum	Myriophyllum spicatum	AQUA	NULL
4328		A. tubuliflorae	Asteraceae subf. Asteroideae	HERB	NULL
4329		Monoletes psilate	Monolete fern spores	VACR	NULL
4330		Monoletes non psilate	Monolete fern spores	VACR	NULL
4331		Triletes psilate	Trilete spore(s)	VACR	NULL
4332		Undeterminable	Indeterminable: unknown	INUN	NULL
4333		Pinus t. haplostellate	Pinus cembra-type	TRSH	NULL
4334		Monocot. monocolp.	Liliaceae-type	HERB	NULL
4335		Cladium	Cladium mariscus	HELO	NULL
4336		Typha latifolia t.	Typha latifolia-type	HELO	NULL
4337		Triletes non psilate	Trilete spore(s)	VACR	NULL
4338		F. excelsior	Fraxinus excelsior-type	TRSH	NULL
4339		F. ornus	Fraxinus ornus	TRSH	NULL
4340		Loiseleuria procumbens t.	Loiseleuria procumbens	DWAR	NULL
4341		Centaurea scabiosa t.	Centaurea scabiosa-type	HERB	NULL
