samplename	workerid	workerrole
Kunes_a91	151	R
Kunes_a91	205	A
Kunes_a92	151	R
Kunes_a92	205	A
Kunes_a93	151	R
Kunes_a93	205	A
Kunes_a94	151	R
Kunes_a94	205	A
Kunes_a95	151	R
Kunes_a95	205	A
Kunes_a96	151	R
Kunes_a96	153	A
Kunes_a97	151	R
Kunes_a97	205	A
Kunes_a98	151	R
Kunes_a98	205	A
Kunes_a99	151	R
Kunes_a99	205	A
Lapteva_a1	152	R/A
Lapteva_a10	152	R/A
Lapteva_a100	152	R/A
Lapteva_a101	152	R/A
Lapteva_a102	153	R/A
Lapteva_a103	153	R/A
Lapteva_a104	153	R/A
Lapteva_a105	153	R/A
Lapteva_a106	153	R/A
Lapteva_a107	153	R/A
Lapteva_a108	153	R/A
Lapteva_a109	153	R/A
Lapteva_a11	152	R/A
Lapteva_a110	153	R/A
Lapteva_a111	153	R/A
Lapteva_a112	153	R/A
Lapteva_a113	153	R/A
Lapteva_a114	153	R/A
Lapteva_a115	153	R/A
Lapteva_a116	153	R/A
Lapteva_a117	153	R/A
Lapteva_a118	153	R/A
Lapteva_a119	153	R/A
Lapteva_a12	152	R/A
Lapteva_a120	153	R/A
Lapteva_a121	153	R/A
Lapteva_a122	153	R/A
Lapteva_a123	153	R/A
Lapteva_a124	153	R/A
Lapteva_a125	153	R/A
Lapteva_a126	153	R/A
Lapteva_a127	153	R/A
Lapteva_a128	153	R/A
Lapteva_a129	153	R/A
Lapteva_a13	152	R/A
Lapteva_a14	152	R/A
Lapteva_a15	152	R/A
Lapteva_a16	152	R/A
Lapteva_a17	152	R/A
Lapteva_a18	152	R/A
Lapteva_a19	152	R/A
Lapteva_a2	152	R/A
Lapteva_a20	152	R/A
Lapteva_a21	152	R/A
Lapteva_a22	152	R/A
Lapteva_a23	152	R/A
Lapteva_a24	152	R/A
Lapteva_a25	152	R/A
Lapteva_a26	152	R/A
Lapteva_a27	152	R/A
Lapteva_a28	152	R/A
Lapteva_a29	152	R/A
Lapteva_a3	152	R/A
Lapteva_a30	152	R/A
Lapteva_a31	152	R/A
Lapteva_a32	152	R/A
Lapteva_a33	152	R/A
Lapteva_a34	152	R/A
Lapteva_a35	152	R/A
Lapteva_a36	152	R/A
Lapteva_a37	152	R/A
Lapteva_a38	152	R/A
Lapteva_a39	152	R/A
Lapteva_a4	152	R/A
Lapteva_a40	152	R/A
Lapteva_a41	152	R/A
Lapteva_a42	152	R/A
Lapteva_a43	152	R/A
Lapteva_a44	152	R/A
Lapteva_a45	152	R/A
Lapteva_a46	152	R/A
Lapteva_a47	152	R/A
Lapteva_a48	152	R/A
Lapteva_a49	152	R/A
Lapteva_a5	152	R/A
Lapteva_a50	152	R/A
Lapteva_a51	152	R/A
Lapteva_a52	152	R/A
Lapteva_a53	152	R/A
Lapteva_a54	152	R/A
Lapteva_a55	152	R/A
Lapteva_a56	152	R/A
Lapteva_a57	152	R/A
Lapteva_a58	152	R/A
Lapteva_a59	152	R/A
Lapteva_a6	152	R/A
Lapteva_a60	152	R/A
Lapteva_a61	152	R/A
Lapteva_a62	152	R/A
Lapteva_a63	152	R/A
Lapteva_a64	152	R/A
Lapteva_a65	152	R/A
Lapteva_a66	152	R/A
Lapteva_a67	152	R/A
Lapteva_a68	152	R/A
Lapteva_a69	152	R/A
Lapteva_a7	152	R/A
Lapteva_a70	152	R/A
Lapteva_a71	152	R/A
Lapteva_a72	152	R/A
Lapteva_a73	152	R/A
Lapteva_a74	152	R/A
Lapteva_a75	152	R/A
Lapteva_a76	152	R/A
Lapteva_a77	152	R/A
Lapteva_a78	152	R/A
Lapteva_a79	152	R/A
Lapteva_a8	152	R/A
Lapteva_a80	152	R/A
Lapteva_a81	152	R/A
Lapteva_a82	152	R/A
Lapteva_a83	152	R/A
Lapteva_a84	152	R/A
Lapteva_a85	152	R/A
Lapteva_a86	152	R/A
Lapteva_a87	152	R/A
Lapteva_a88	152	R/A
Lapteva_a89	152	R/A
Lapteva_a9	152	R/A
Lapteva_a90	152	R/A
Lapteva_a91	152	R/A
Lapteva_a92	152	R/A
Lapteva_a93	152	R/A
Lapteva_a94	152	R/A
Lapteva_a95	152	R/A
Lapteva_a96	152	R/A
Lapteva_a97	152	R/A
Lapteva_a98	152	R/A
Lapteva_a99	152	R/A
Leroy_a1	154	R/A
Leroy_a2	154	R/A
Leroy_a3	154	R/A
Leroy_a4	154	R/A
Leroy_a5	154	R/A
Leroy_c1	154	R/A
Leroy_c2	154	R/A
Leroy_c3	154	R/A
Leroy_c4	154	R/A
Leroy_c5	154	R/A
Leroy_c6	154	R/A
Leroy_c7	154	R/A
Leroy_d1	154	R/A
Leroy_d10	154	R/A
Leroy_d11	154	R/A
Leroy_d12	154	R/A
Leroy_d13	154	R/A
Leroy_d14	154	R/A
Leroy_d15	154	R/A
Leroy_d16	154	R/A
Leroy_d17	154	R/A
Leroy_d18	154	R/A
Leroy_d19	154	R/A
Leroy_d2	154	R/A
Leroy_d20	154	R/A
Leroy_d21	154	R/A
Leroy_d22	154	R/A
Leroy_d23	154	R/A
Leroy_d24	154	R/A
Leroy_d25	154	R/A
Leroy_d26	154	R/A
Leroy_d27	154	R/A
Leroy_d28	154	R/A
Leroy_d29	154	R/A
Leroy_d3	154	R/A
Leroy_d30	154	R/A
Leroy_d31	154	R/A
Leroy_d32	154	R/A
Leroy_d33	154	R/A
Leroy_d34	154	R/A
Leroy_d35	154	R/A
Leroy_d36	154	R/A
Leroy_d37	154	R/A
Leroy_d38	154	R/A
Leroy_d4	154	R/A
Leroy_d5	154	R/A
Leroy_d6	154	R/A
Leroy_d7	154	R/A
Leroy_d8	154	R/A
Leroy_d9	154	R/A
Lopez_a1	155	R
Lopez_a10	155	R
Lopez_a100	155	R
Lopez_a101	155	R
Lopez_a102	155	R
Lopez_a103	155	R
Lopez_a104	155	R
Lopez_a105	155	R
Lopez_a106	155	R
Lopez_a107	155	R
Lopez_a108	155	R
Lopez_a109	155	R
Lopez_a11	155	R
Lopez_a110	155	R
Lopez_a111	155	R
Lopez_a112	155	R
Lopez_a113	155	R
Lopez_a114	155	R
Lopez_a115	155	R
Lopez_a116	155	R
Lopez_a117	155	R
Lopez_a118	155	R
Lopez_a119	155	R
Lopez_a12	155	R
Lopez_a120	155	R
Lopez_a121	155	R
Lopez_a122	155	R
Lopez_a123	155	R
Lopez_a124	155	R
Lopez_a125	155	R
Lopez_a126	155	R
Lopez_a127	155	R
Lopez_a128	155	R
Lopez_a129	155	R
Lopez_a13	155	R
Lopez_a130	155	R
Lopez_a131	155	R
Lopez_a132	155	R
Lopez_a133	155	R
Lopez_a134	155	R
Lopez_a135	155	R
Lopez_a136	155	R
Lopez_a137	155	R
Lopez_a138	155	R
Lopez_a139	155	R
Lopez_a14	155	R
Lopez_a140	155	R
Lopez_a141	155	R
Lopez_a142	155	R
Lopez_a143	155	R
Lopez_a144	155	R
Lopez_a145	155	R
Lopez_a146	155	R
Lopez_a147	155	R
Lopez_a148	155	R
Lopez_a149	155	R
Lopez_a15	155	R
Lopez_a150	155	R
Lopez_a151	155	R
Lopez_a152	155	R
Lopez_a153	155	R
Lopez_a154	155	R
Lopez_a155	155	R
Lopez_a156	155	R
Lopez_a157	155	R
Lopez_a158	155	R
Lopez_a159	155	R
Lopez_a16	155	R
Lopez_a160	155	R
Lopez_a161	155	R
Lopez_a162	155	R
Lopez_a163	155	R
Lopez_a164	155	R
Lopez_a165	155	R
Lopez_a166	155	R
Lopez_a167	155	R
Lopez_a168	155	R
Lopez_a169	155	R
Lopez_a17	155	R
Lopez_a170	155	R
Lopez_a171	155	R
Lopez_a172	155	R
Lopez_a173	155	R
Lopez_a174	155	R
Lopez_a175	155	R
Lopez_a176	155	R
Lopez_a177	155	R
Lopez_a178	155	R
Lopez_a179	155	R
Lopez_a18	155	R
Lopez_a180	155	R
Lopez_a181	155	R
Lopez_a182	155	R
Lopez_a183	155	R
Lopez_a184	155	R
Lopez_a185	155	R
Lopez_a186	155	R
Lopez_a187	155	R
Lopez_a188	155	R
Lopez_a189	155	R
Lopez_a19	155	R
Lopez_a190	155	R
Lopez_a191	155	R
Lopez_a192	155	R
Lopez_a193	155	R
Lopez_a194	155	R
Lopez_a195	155	R
Lopez_a196	155	R
Lopez_a197	155	R
Lopez_a198	155	R
Lopez_a199	155	R
Lopez_a2	155	R
Lopez_a20	155	R
Lopez_a200	155	R
Lopez_a201	155	R
Lopez_a202	155	R
Lopez_a203	155	R
Lopez_a204	155	R
Lopez_a205	155	R
Lopez_a206	155	R
Lopez_a207	155	R
Lopez_a208	155	R
Lopez_a209	155	R
Lopez_a21	155	R
Lopez_a210	155	R
Lopez_a211	155	R
Lopez_a212	155	R
Lopez_a213	155	R
Lopez_a214	155	R
Lopez_a215	155	R
Lopez_a216	155	R
Lopez_a217	155	R
Lopez_a218	155	R
Lopez_a219	155	R
Lopez_a22	155	R
Lopez_a220	155	R
Lopez_a221	155	R
Lopez_a222	155	R
Lopez_a223	155	R
Lopez_a224	155	R
Lopez_a225	155	R
Lopez_a226	155	R
Lopez_a227	155	R
Lopez_a228	155	R
Lopez_a229	155	R
Lopez_a23	155	R
Lopez_a230	155	R
Lopez_a231	155	R
Lopez_a232	155	R
Lopez_a233	155	R
Lopez_a234	155	R
Lopez_a235	155	R
Lopez_a236	155	R
Lopez_a237	155	R
Lopez_a238	155	R
Lopez_a239	155	R
Lopez_a24	155	R
Lopez_a240	155	R
Lopez_a241	155	R
Lopez_a242	155	R
Lopez_a243	155	R
Lopez_a244	155	R
Lopez_a245	155	R
Lopez_a246	155	R
Lopez_a247	155	R
Lopez_a248	155	R
Lopez_a249	155	R
Lopez_a25	155	R
Lopez_a250	155	R
Lopez_a251	155	R
Lopez_a252	155	R
Lopez_a253	155	R
Lopez_a254	155	R
Lopez_a255	155	R
Lopez_a256	155	R
Lopez_a257	155	R
Lopez_a258	155	R
Lopez_a259	155	R
Lopez_a26	155	R
Lopez_a260	155	R
Lopez_a261	155	R
Lopez_a262	155	R
Lopez_a263	155	R
Lopez_a264	155	R
Lopez_a265	155	R
Lopez_a266	155	R
Lopez_a267	155	R
Lopez_a268	155	R
Lopez_a269	155	R
Lopez_a27	155	R
Lopez_a270	155	R
Lopez_a271	155	R
Lopez_a272	155	R
Lopez_a273	155	R
Lopez_a274	155	R
Lopez_a275	155	R
Lopez_a276	155	R
Lopez_a277	155	R
Lopez_a278	155	R
Lopez_a279	155	R
Lopez_a28	155	R
Lopez_a280	155	R
Lopez_a281	155	R
Lopez_a282	155	R
Lopez_a283	155	R
Lopez_a284	155	R
Lopez_a285	155	R
Lopez_a286	155	R
Lopez_a287	155	R
Lopez_a288	155	R
Lopez_a289	155	R
Lopez_a29	155	R
Lopez_a290	155	R
Lopez_a291	155	R
Lopez_a292	155	R
Lopez_a293	155	R
Lopez_a294	155	R
Lopez_a295	155	R
Lopez_a296	155	R
Lopez_a297	155	R
Lopez_a298	155	R
Lopez_a299	155	R
Lopez_a3	155	R
Lopez_a30	155	R
Lopez_a300	155	R
Lopez_a301	155	R
Lopez_a302	155	R
Lopez_a303	155	R
Lopez_a304	155	R
Lopez_a305	155	R
Lopez_a306	155	R
Lopez_a307	155	R
Lopez_a308	155	R
Lopez_a309	155	R
Lopez_a31	155	R
Lopez_a310	155	R
Lopez_a311	155	R
Lopez_a312	155	R
Lopez_a313	155	R
Lopez_a314	155	R
Lopez_a315	155	R
Lopez_a316	155	R
Lopez_a317	155	R
Lopez_a318	155	R
Lopez_a319	155	R
Lopez_a32	155	R
Lopez_a320	155	R
Lopez_a321	155	R
Lopez_a322	155	R
Lopez_a323	155	R
Lopez_a324	155	R
Lopez_a325	155	R
Lopez_a326	155	R
Lopez_a327	155	R
Lopez_a328	155	R
Lopez_a329	155	R
Lopez_a33	155	R
Lopez_a330	155	R
Lopez_a331	155	R
Lopez_a332	155	R
Lopez_a333	155	R
Lopez_a334	155	R
Lopez_a335	155	R
Lopez_a336	155	R
Lopez_a337	155	R
Lopez_a338	155	R
Lopez_a339	155	R
Lopez_a34	155	R
Lopez_a340	155	R
Lopez_a341	155	R
Lopez_a342	155	R
Lopez_a343	155	R
Lopez_a344	155	R
Lopez_a345	155	R
Lopez_a346	155	R
Lopez_a347	155	R
Lopez_a348	155	R
Lopez_a349	155	R
Lopez_a35	155	R
Lopez_a350	155	R
Lopez_a351	155	R
Lopez_a352	155	R
Lopez_a353	155	R
Lopez_a354	155	R
Lopez_a355	155	R
Lopez_a356	155	R
Lopez_a357	155	R
Lopez_a358	155	R
Lopez_a359	155	R
Lopez_a36	155	R
Lopez_a360	155	R
Lopez_a361	155	R
Lopez_a362	155	R
Lopez_a363	155	R
Lopez_a364	155	R
Lopez_a365	155	R
Lopez_a366	155	R
Lopez_a367	155	R
Lopez_a368	155	R
Lopez_a369	155	R
Lopez_a37	155	R
Lopez_a370	155	R
Lopez_a371	155	R
Lopez_a372	155	R
Lopez_a373	155	R
Lopez_a374	155	R
Lopez_a375	155	R
Lopez_a376	155	R
Lopez_a377	155	R
Lopez_a378	155	R
Lopez_a379	155	R
Lopez_a38	155	R
Lopez_a380	155	R
Lopez_a381	155	R
Lopez_a382	155	R
Lopez_a383	155	R
Lopez_a384	155	R
Lopez_a385	155	R
Lopez_a386	155	R
Lopez_a387	155	R
Lopez_a388	155	R
Lopez_a389	155	R
Lopez_a39	155	R
Lopez_a390	155	R
Lopez_a391	155	R
Lopez_a392	155	R
Lopez_a393	155	R
Lopez_a394	155	R
Lopez_a395	155	R
Lopez_a396	155	R
Lopez_a397	155	R
Lopez_a398	155	R
Lopez_a399	155	R
Lopez_a4	155	R
Lopez_a40	155	R
Lopez_a400	155	R
Lopez_a401	155	R
Lopez_a402	155	R
Lopez_a403	155	R
Lopez_a404	155	R
Lopez_a405	155	R
Lopez_a406	155	R
Lopez_a407	155	R
Lopez_a408	155	R
Lopez_a409	155	R
Lopez_a41	155	R
Lopez_a410	155	R
Lopez_a411	155	R
Lopez_a412	155	R
Lopez_a413	155	R
Lopez_a414	155	R
Lopez_a415	155	R
Lopez_a416	155	R
Lopez_a417	155	R
Lopez_a418	155	R
Lopez_a419	155	R
Lopez_a42	155	R
Lopez_a420	155	R
Lopez_a421	155	R
Lopez_a422	155	R
Lopez_a423	155	R
Lopez_a424	155	R
Lopez_a425	155	R
Lopez_a426	155	R
Lopez_a427	155	R
Lopez_a428	155	R
Lopez_a429	155	R
Lopez_a43	155	R
Lopez_a430	155	R
Lopez_a431	155	R
Lopez_a432	155	R
Lopez_a433	155	R
Lopez_a434	155	R
Lopez_a435	155	R
Lopez_a436	155	R
Lopez_a437	155	R
Lopez_a438	155	R
Lopez_a439	155	R
Lopez_a44	155	R
Lopez_a440	155	R
Lopez_a441	155	R
Lopez_a442	155	R
Lopez_a443	155	R
Lopez_a444	155	R
Lopez_a445	155	R
Lopez_a446	155	R
Lopez_a447	155	R
Lopez_a448	155	R
Lopez_a449	155	R
Lopez_a45	155	R
Lopez_a450	155	R
Lopez_a451	155	R
Lopez_a452	155	R
Lopez_a453	155	R
Lopez_a454	155	R
Lopez_a455	155	R
Lopez_a456	155	R
Lopez_a457	155	R
Lopez_a458	155	R
Lopez_a459	155	R
Lopez_a46	155	R
Lopez_a460	155	R
Lopez_a461	155	R
Lopez_a462	155	R
Lopez_a463	155	R
Lopez_a464	155	R
Lopez_a465	155	R
Lopez_a466	155	R
Lopez_a467	155	R
Lopez_a468	155	R
Lopez_a469	155	R
Lopez_a47	155	R
Lopez_a470	155	R
Lopez_a471	155	R
Lopez_a472	155	R
Lopez_a473	155	R
Lopez_a474	155	R
Lopez_a475	155	R
Lopez_a476	155	R
Lopez_a477	155	R
Lopez_a478	155	R
Lopez_a479	155	R
Lopez_a48	155	R
Lopez_a480	155	R
Lopez_a481	155	R
Lopez_a482	155	R
Lopez_a483	155	R
Lopez_a484	155	R
Lopez_a485	155	R
Lopez_a486	155	R
Lopez_a487	155	R
Lopez_a488	155	R
Lopez_a489	155	R
Lopez_a49	155	R
Lopez_a490	155	R
Lopez_a491	155	R
Lopez_a492	155	R
Lopez_a493	155	R
Lopez_a494	155	R
Lopez_a495	155	R
Lopez_a496	155	R
Lopez_a497	155	R
Lopez_a498	155	R
Lopez_a499	155	R
Lopez_a5	155	R
Lopez_a50	155	R
Lopez_a500	155	R
Lopez_a501	155	R
Lopez_a502	155	R
Lopez_a503	155	R
Lopez_a504	155	R
Lopez_a505	155	R
Lopez_a506	155	R
Lopez_a507	155	R
Lopez_a508	155	R
Lopez_a509	155	R
Lopez_a51	155	R
Lopez_a510	155	R
Lopez_a511	155	R
Lopez_a512	155	R
Lopez_a513	155	R
Lopez_a514	155	R
Lopez_a515	155	R
Lopez_a516	155	R
Lopez_a517	155	R
Lopez_a518	155	R
Lopez_a519	155	R
Lopez_a52	155	R
Lopez_a520	155	R
Lopez_a521	155	R
Lopez_a522	155	R
Lopez_a523	155	R
Lopez_a524	155	R
Lopez_a525	155	R
Lopez_a526	155	R
Lopez_a527	155	R
Lopez_a528	155	R
Lopez_a529	155	R
Lopez_a53	155	R
Lopez_a530	155	R
Lopez_a531	155	R
Lopez_a532	155	R
Lopez_a533	155	R
Lopez_a534	155	R
Lopez_a535	155	R
Lopez_a536	155	R
Lopez_a537	155	R
Lopez_a538	155	R
Lopez_a539	155	R
Lopez_a54	155	R
Lopez_a540	155	R
Lopez_a541	155	R
Lopez_a542	155	R
Lopez_a543	155	R
Lopez_a544	155	R
Lopez_a545	155	R
Lopez_a546	155	R
Lopez_a547	155	R
Lopez_a548	155	R
Lopez_a55	155	R
Lopez_a56	155	R
Lopez_a57	155	R
Lopez_a58	155	R
Lopez_a59	155	R
Lopez_a6	155	R
Lopez_a60	155	R
Lopez_a61	155	R
Lopez_a62	155	R
Lopez_a63	155	R
Lopez_a64	155	R
Lopez_a65	155	R
Lopez_a66	155	R
Lopez_a67	155	R
Lopez_a68	155	R
Lopez_a69	155	R
Lopez_a7	155	R
Lopez_a70	155	R
Lopez_a71	155	R
Lopez_a72	155	R
Lopez_a73	155	R
Lopez_a74	155	R
Lopez_a75	155	R
Lopez_a76	155	R
Lopez_a77	155	R
Lopez_a78	155	R
Lopez_a79	155	R
Lopez_a8	155	R
Lopez_a80	155	R
Lopez_a81	155	R
Lopez_a82	155	R
Lopez_a83	155	R
Lopez_a84	155	R
Lopez_a85	155	R
Lopez_a86	155	R
Lopez_a87	155	R
Lopez_a88	155	R
Lopez_a89	155	R
Lopez_a9	155	R
Lopez_a90	155	R
Lopez_a91	155	R
Lopez_a92	155	R
Lopez_a93	155	R
Lopez_a94	155	R
Lopez_a95	155	R
Lopez_a96	155	R
Lopez_a97	155	R
Lopez_a98	155	R
Lopez_a99	155	R
Matthias_a1	156	R/A
Matthias_a2	156	R/A
Matthias_a3	156	R/A
Matthias_a4	156	R/A
Matthias_a5	156	R/A
Mazier_a1	157	R/A
Mazier_a1	209	A
Mazier_a10	157	R/A
Mazier_a10	209	A
Mazier_a11	157	R/A
Mazier_a11	209	A
Mazier_a12	157	R/A
Mazier_a12	209	A
Mazier_a13	157	R/A
Mazier_a13	209	A
Mazier_a14	157	R/A
Mazier_a14	209	A
Mazier_a15	157	R/A
Mazier_a15	209	A
Mazier_a16	157	R/A
Mazier_a16	209	A
Mazier_a17	157	R/A
Mazier_a17	209	A
Mazier_a18	157	R/A
Mazier_a18	209	A
Mazier_a19	157	R/A
Mazier_a19	209	A
Mazier_a2	157	R/A
Mazier_a2	209	A
Mazier_a20	157	R/A
Mazier_a20	209	A
Mazier_a3	157	R/A
Mazier_a3	209	A
Mazier_a4	157	R/A
Mazier_a4	209	A
Mazier_a5	157	R/A
Mazier_a5	209	A
Mazier_a6	157	R/A
Mazier_a6	209	A
Mazier_a7	157	R/A
Mazier_a7	209	A
Mazier_a8	157	R/A
Mazier_a8	209	A
Mazier_a9	157	R/A
Mazier_a9	209	A
Mazier_b1	158	R
Mazier_b1	210	A
Mazier_b10	158	R
Mazier_b10	210	A
Mazier_b11	158	R
Mazier_b11	210	A
Mazier_b12	158	R
Mazier_b12	210	A
Mazier_b13	158	R
Mazier_b13	210	A
Mazier_b14	158	R
Mazier_b14	210	A
Mazier_b15	158	R
Mazier_b15	210	A
Mazier_b16	158	R
Mazier_b16	210	A
Mazier_b17	158	R
Mazier_b17	210	A
Mazier_b18	158	R
Mazier_b18	210	A
Mazier_b19	158	R
Mazier_b19	210	A
Mazier_b2	158	R
Mazier_b2	210	A
Mazier_b20	158	R
Mazier_b20	210	A
Mazier_b21	158	R
Mazier_b21	210	A
Mazier_b22	158	R
Mazier_b22	210	A
Mazier_b23	158	R
Mazier_b23	210	A
Mazier_b24	158	R
Mazier_b24	210	A
Mazier_b25	158	R
Mazier_b25	210	A
Mazier_b26	158	R
Mazier_b26	210	A
Mazier_b27	158	R
Mazier_b27	210	A
Mazier_b28	158	R
Mazier_b28	210	A
Mazier_b29	158	R
Mazier_b29	210	A
Mazier_b3	158	R
Mazier_b3	210	A
Mazier_b30	158	R
Mazier_b30	210	A
Mazier_b31	158	R
Mazier_b31	210	A
Mazier_b32	158	R
Mazier_b32	210	A
Mazier_b33	158	R
Mazier_b33	210	A
Mazier_b34	158	R
Mazier_b34	210	A
Mazier_b35	158	R
Mazier_b35	210	A
Mazier_b36	158	R
Mazier_b36	210	A
Mazier_b37	158	R
Mazier_b37	210	A
Mazier_b38	158	R
Mazier_b38	210	A
Mazier_b39	158	R
Mazier_b39	210	A
Mazier_b4	158	R
Mazier_b4	210	A
Mazier_b40	158	R
Mazier_b40	210	A
Mazier_b41	158	R
Mazier_b41	210	A
Mazier_b42	158	R
Mazier_b42	210	A
Mazier_b43	158	R
Mazier_b43	210	A
Mazier_b44	158	R
Mazier_b44	210	A
Mazier_b45	158	R
Mazier_b45	210	A
Mazier_b46	158	R
Mazier_b46	210	A
Mazier_b47	158	R
Mazier_b47	210	A
Mazier_b48	158	R
Mazier_b48	210	A
Mazier_b49	158	R
Mazier_b49	210	A
Mazier_b5	158	R
Mazier_b5	210	A
Mazier_b50	158	R
Mazier_b50	210	A
Mazier_b51	158	R
Mazier_b51	210	A
Mazier_b52	158	R
Mazier_b52	210	A
Mazier_b53	158	R
Mazier_b53	210	A
Mazier_b54	158	R
Mazier_b54	210	A
Mazier_b55	158	R
Mazier_b55	210	A
Mazier_b56	158	R
Mazier_b56	210	A
Mazier_b57	158	R
Mazier_b57	210	A
Mazier_b58	158	R
Mazier_b58	210	A
Mazier_b59	158	R
Mazier_b59	210	A
Mazier_b6	158	R
Mazier_b6	210	A
Mazier_b60	158	R
Mazier_b60	210	A
Mazier_b61	158	R
Mazier_b61	210	A
Mazier_b62	158	R
Mazier_b62	210	A
Mazier_b63	158	R
Mazier_b63	210	A
Mazier_b64	158	R
Mazier_b64	210	A
Mazier_b65	158	R
Mazier_b65	210	A
Mazier_b66	158	R
Mazier_b66	210	A
Mazier_b67	158	R
Mazier_b67	210	A
Mazier_b68	158	R
Mazier_b68	210	A
Mazier_b69	158	R
Mazier_b69	210	A
Mazier_b7	158	R
Mazier_b7	210	A
Mazier_b70	158	R
Mazier_b70	210	A
Mazier_b71	158	R
Mazier_b71	210	A
Mazier_b8	158	R
Mazier_b8	210	A
Mazier_b9	158	R
Mazier_b9	210	A
Meltsov_a1	159	R/A
Meltsov_a2	159	R/A
Meltsov_a3	159	R/A
Meltsov_a4	159	R/A
Meltsov_a5	159	R/A
Meltsov_a6	159	R/A
Meltsov_a7	159	R/A
Meltsov_a8	159	R/A
Meltsov_a9	159	R/A
Mercuri_a1	160	R/A
Mercuri_b1	160	R
Mercuri_b1	212	A
Mercuri_b1	215	A
Mercuri_b1	216	A
Mercuri_c1	160	R
Mercuri_c1	212	A
Mercuri_c1	215	A
Mercuri_c1	216	A
Mercuri_d1	160	R
Mercuri_d1	213	A
Mercuri_d2	160	R
Mercuri_d2	213	A
Mercuri_d3	160	R
Mercuri_d3	213	A
Mercuri_d4	160	R
Mercuri_d4	213	A
Mercuri_d5	160	R
Mercuri_d5	213	A
Mercuri_e1	160	R
Mercuri_e1	214	A
Mercuri_e2	160	R
Mercuri_e2	214	A
Mercuri_f1	160	R
Mercuri_f1	215	A
Mercuri_g1	160	R/A
Mercuri_h1	160	R
Mercuri_h1	216	A
Mercuri_h2	160	R
Mercuri_h2	216	A
Miras_a1	161	R/A
Miras_a10	161	R/A
Miras_a11	161	R/A
Miras_a12	161	R/A
Miras_a13	161	R/A
Miras_a2	161	R/A
Miras_a3	161	R/A
Miras_a4	161	R/A
Miras_a5	161	R/A
Miras_a6	161	R/A
Miras_a7	161	R/A
Miras_a8	161	R/A
Miras_a9	161	R/A
Miras_b1	161	R/A
Miras_b2	161	R/A
Miras_b3	161	R/A
Miras_b4	161	R/A
Miras_b5	161	R/A
Miras_b6	161	R/A
Miras_b7	161	R/A
Miras_c1	161	R/A
Miras_c10	161	R/A
Miras_c11	161	R/A
Miras_c12	161	R/A
Miras_c13	161	R/A
Miras_c14	161	R/A
Miras_c2	161	R/A
Miras_c3	161	R/A
Miras_c4	161	R/A
Miras_c5	161	R/A
Miras_c6	161	R/A
Miras_c7	161	R/A
Miras_c8	161	R/A
Miras_c9	161	R/A
Miras_d1	161	R/A
Miras_d10	161	R/A
Miras_d11	161	R/A
Miras_d12	161	R/A
Miras_d13	161	R/A
Miras_d2	161	R/A
Miras_d3	161	R/A
Miras_d4	161	R/A
Miras_d5	161	R/A
Miras_d6	161	R/A
Miras_d7	161	R/A
Miras_d8	161	R/A
Miras_d9	161	R/A
Miras_e1	161	R/A
Miras_e2	161	R/A
Miras_e3	161	R/A
Miras_e4	161	R/A
Miras_e5	161	R/A
Miras_f1	161	R/A
Miras_f2	161	R/A
Miras_f3	161	R/A
Miras_f4	161	R/A
Miras_f5	161	R/A
Miras_f6	161	R/A
Miras_f7	161	R/A
Miras_g1	161	R/A
Miras_g10	161	R/A
Miras_g11	161	R/A
Miras_g12	161	R/A
Miras_g13	161	R/A
Miras_g14	161	R/A
Miras_g2	161	R/A
Miras_g3	161	R/A
Miras_g4	161	R/A
Miras_g5	161	R/A
Miras_g6	161	R/A
Miras_g7	161	R/A
Miras_g8	161	R/A
Miras_g9	161	R/A
Miras_h1	161	R/A
Miras_h2	161	R/A
Miras_h3	161	R/A
Miras_h4	161	R/A
Miras_h5	161	R/A
Miras_h6	161	R/A
Miras_i1	161	R/A
Miras_i2	161	R/A
Miras_i3	161	R/A
Miras_i4	161	R/A
Miras_j1	161	R/A
Miras_j2	161	R/A
Miras_j3	161	R/A
Miras_j4	161	R/A
Miras_j5	161	R/A
Miras_j6	161	R/A
Miras_j7	161	R/A
Miras_j8	161	R/A
Mitchell_a1	162	R/A
Mitchell_a10	162	R/A
Mitchell_a11	162	R/A
Mitchell_a12	162	R/A
Mitchell_a13	162	R/A
Mitchell_a14	162	R/A
Mitchell_a15	162	R/A
Mitchell_a16	162	R/A
Mitchell_a17	162	R/A
Mitchell_a18	162	R/A
Mitchell_a19	162	R/A
Mitchell_a2	162	R/A
Mitchell_a20	162	R/A
Mitchell_a21	162	R/A
Mitchell_a22	162	R/A
Mitchell_a23	162	R/A
Mitchell_a24	162	R/A
Mitchell_a25	162	R/A
Mitchell_a26	162	R/A
Mitchell_a27	162	R/A
Mitchell_a28	162	R/A
Mitchell_a29	162	R/A
Mitchell_a3	162	R/A
Mitchell_a30	162	R/A
Mitchell_a4	162	R/A
Mitchell_a5	162	R/A
Mitchell_a6	162	R/A
Mitchell_a7	162	R/A
Mitchell_a8	162	R/A
Mitchell_a9	162	R/A
Naughton_a1	163	R/A
Naughton_a10	163	R/A
Naughton_a2	163	R/A
Naughton_a3	163	R/A
Naughton_a4	163	R/A
Naughton_a5	163	R/A
Naughton_a6	163	R
