samplename	workerid	workerrole
Bjune_a216	199	A/I
Bjune_a217	5	R
Bjune_a217	199	A/I
Bjune_a218	5	R
Bjune_a218	199	A/I
Bjune_a219	5	R
Bjune_a219	199	A/I
Bjune_a22	5	R
Bjune_a22	199	A/I
Bjune_a220	5	R
Bjune_a220	199	A/I
Bjune_a221	5	R
Bjune_a221	199	A/I
Bjune_a222	5	R
Bjune_a222	199	A/I
Bjune_a223	5	R
Bjune_a223	199	A/I
Bjune_a224	5	R
Bjune_a224	199	A/I
Bjune_a225	5	R
Bjune_a225	199	A/I
Bjune_a226	5	R
Bjune_a226	199	A/I
Bjune_a227	5	R
Bjune_a227	199	A/I
Bjune_a228	5	R
Bjune_a228	199	A/I
Bjune_a229	5	R
Bjune_a229	199	A/I
Bjune_a23	5	R
Bjune_a23	199	A/I
Bjune_a230	5	R
Bjune_a230	199	A/I
Bjune_a231	5	R
Bjune_a231	199	A/I
Bjune_a232	5	R
Bjune_a232	199	A/I
Bjune_a233	5	R
Bjune_a233	199	A/I
Bjune_a234	5	R
Bjune_a234	199	A/I
Bjune_a235	5	R
Bjune_a235	199	A/I
Bjune_a236	5	R
Bjune_a236	199	A/I
Bjune_a237	5	R
Bjune_a237	199	A/I
Bjune_a238	5	R
Bjune_a238	199	A/I
Bjune_a239	5	R
Bjune_a239	199	A/I
Bjune_a24	5	R
Bjune_a24	199	A/I
Bjune_a240	5	R
Bjune_a240	199	A/I
Bjune_a241	5	R
Bjune_a241	199	A/I
Bjune_a242	5	R
Bjune_a242	199	A/I
Bjune_a243	5	R
Bjune_a243	199	A/I
Bjune_a244	5	R
Bjune_a244	199	A/I
Bjune_a245	5	R
Bjune_a245	199	A/I
Bjune_a246	5	R
Bjune_a246	199	A/I
Bjune_a247	5	R
Bjune_a247	199	A/I
Bjune_a248	5	R
Bjune_a248	199	A/I
Bjune_a249	5	R
Bjune_a249	199	A/I
Bjune_a25	5	R
Bjune_a25	199	A/I
Bjune_a250	5	R
Bjune_a250	199	A/I
Bjune_a251	5	R
Bjune_a251	199	A/I
Bjune_a252	5	R
Bjune_a252	199	A/I
Bjune_a253	5	R
Bjune_a253	199	A/I
Bjune_a254	5	R
Bjune_a254	199	A/I
Bjune_a255	5	R
Bjune_a255	199	A/I
Bjune_a256	5	R
Bjune_a256	199	A/I
Bjune_a257	5	R
Bjune_a257	199	A/I
Bjune_a258	5	R
Bjune_a258	199	A/I
Bjune_a259	5	R
Bjune_a259	199	A/I
Bjune_a26	5	R
Bjune_a26	199	A/I
Bjune_a260	5	R
Bjune_a260	199	A/I
Bjune_a261	5	R
Bjune_a261	199	A/I
Bjune_a262	5	R
Bjune_a262	199	A/I
Bjune_a263	5	R
Bjune_a263	199	A/I
Bjune_a264	5	R
Bjune_a264	199	A/I
Bjune_a265	5	R
Bjune_a265	199	A/I
Bjune_a266	5	R/A
Bjune_a267	5	R
Bjune_a267	199	A/I
Bjune_a268	5	R
Bjune_a268	199	A/I
Bjune_a269	5	R
Bjune_a269	199	A/I
Bjune_a27	5	R
Bjune_a27	199	A/I
Bjune_a270	5	R/A
Bjune_a271	5	R
Bjune_a271	199	A/I
Bjune_a272	5	R
Bjune_a272	199	A/I
Bjune_a273	5	R
Bjune_a273	199	A/I
Bjune_a274	5	R
Bjune_a274	199	A/I
Bjune_a275	5	R
Bjune_a275	199	A/I
Bjune_a276	5	R
Bjune_a276	199	A/I
Bjune_a277	5	R
Bjune_a277	199	A/I
Bjune_a278	5	R
Bjune_a278	199	A/I
Bjune_a279	5	R
Bjune_a279	199	A/I
Bjune_a28	5	R
Bjune_a28	199	A/I
Bjune_a280	5	R
Bjune_a280	199	A/I
Bjune_a281	5	R
Bjune_a281	199	A/I
Bjune_a282	5	R
Bjune_a282	199	A/I
Bjune_a283	5	R
Bjune_a283	199	A/I
Bjune_a284	5	R
Bjune_a284	199	A/I
Bjune_a285	5	R
Bjune_a285	199	A/I
Bjune_a286	5	R
Bjune_a286	199	A/I
Bjune_a287	5	R
Bjune_a287	199	A/I
Bjune_a288	5	R
Bjune_a288	199	A/I
Bjune_a289	5	R
Bjune_a289	199	A/I
Bjune_a29	5	R
Bjune_a29	199	A/I
Bjune_a290	5	R
Bjune_a290	199	A/I
Bjune_a291	5	R
Bjune_a291	199	A/I
Bjune_a292	5	R
Bjune_a292	199	A/I
Bjune_a293	5	R
Bjune_a293	199	A/I
Bjune_a294	5	R
Bjune_a294	199	A/I
Bjune_a295	5	R
Bjune_a295	199	A/I
Bjune_a296	5	R
Bjune_a296	199	A/I
Bjune_a297	5	R
Bjune_a297	199	A/I
Bjune_a298	5	R
Bjune_a298	199	A/I
Bjune_a299	5	R/A
Bjune_a3	5	R
Bjune_a3	199	A/I
Bjune_a30	5	R
Bjune_a30	199	A/I
Bjune_a300	5	R/A
Bjune_a301	5	R/A
Bjune_a302	5	R/A
Bjune_a303	5	R/A
Bjune_a304	5	R/A
Bjune_a305	5	R/A
Bjune_a306	5	R/A
Bjune_a307	5	R/A
Bjune_a308	5	R/A
Bjune_a309	5	R/A
Bjune_a31	5	R
Bjune_a31	199	A/I
Bjune_a310	5	R/A
Bjune_a311	5	R
Bjune_a311	199	A/I
Bjune_a312	5	R
Bjune_a312	199	A/I
Bjune_a313	5	R
Bjune_a313	199	A/I
Bjune_a314	5	R
Bjune_a314	199	A/I
Bjune_a315	5	R
Bjune_a315	199	A/I
Bjune_a316	5	R
Bjune_a316	199	A/I
Bjune_a317	5	R
Bjune_a317	199	A/I
Bjune_a318	5	R
Bjune_a318	199	A/I
Bjune_a319	5	R
Bjune_a319	199	A/I
Bjune_a32	5	R
Bjune_a32	199	A/I
Bjune_a320	5	R
Bjune_a320	199	A/I
Bjune_a321	5	R
Bjune_a321	199	A/I
Bjune_a33	5	R
Bjune_a33	199	A/I
Bjune_a34	5	R
Bjune_a34	199	A/I
Bjune_a35	5	R
Bjune_a35	199	A/I
Bjune_a36	5	R
Bjune_a36	199	A/I
Bjune_a37	5	R
Bjune_a37	199	A/I
Bjune_a38	5	R
Bjune_a38	199	A/I
Bjune_a39	5	R
Bjune_a39	199	A/I
Bjune_a4	5	R
Bjune_a4	199	A/I
Bjune_a40	5	R
Bjune_a40	199	A/I
Bjune_a41	5	R
Bjune_a41	199	A/I
Bjune_a42	5	R
Bjune_a42	199	A/I
Bjune_a43	5	R
Bjune_a43	199	A/I
Bjune_a44	5	R
Bjune_a44	199	A/I
Bjune_a45	5	R
Bjune_a45	199	A/I
Bjune_a46	5	R
Bjune_a46	199	A/I
Bjune_a47	5	R
Bjune_a47	199	A/I
Bjune_a48	5	R
Bjune_a48	199	A/I
Bjune_a49	5	R
Bjune_a49	199	A/I
Bjune_a5	5	R
Bjune_a5	199	A/I
Bjune_a50	5	R
Bjune_a50	199	A/I
Bjune_a51	5	R
Bjune_a51	199	A/I
Bjune_a52	5	R
Bjune_a52	199	A/I
Bjune_a53	5	R
Bjune_a53	199	A/I
Bjune_a54	5	R
Bjune_a54	199	A/I
Bjune_a55	5	R
Bjune_a55	199	A/I
Bjune_a56	5	R
Bjune_a56	199	A/I
Bjune_a57	5	R
Bjune_a57	199	A/I
Bjune_a58	5	R
Bjune_a58	199	A/I
Bjune_a59	5	R
Bjune_a59	199	A/I
Bjune_a6	5	R
Bjune_a6	199	A/I
Bjune_a60	5	R
Bjune_a60	199	A/I
Bjune_a61	5	R
Bjune_a61	199	A/I
Bjune_a62	5	R
Bjune_a62	199	A/I
Bjune_a63	5	R
Bjune_a63	199	A/I
Bjune_a64	5	R
Bjune_a64	199	A/I
Bjune_a65	5	R
Bjune_a65	199	A/I
Bjune_a66	5	R
Bjune_a66	199	A/I
Bjune_a67	5	R
Bjune_a67	199	A/I
Bjune_a68	5	R
Bjune_a68	199	A/I
Bjune_a69	5	R
Bjune_a69	199	A/I
Bjune_a7	5	R
Bjune_a7	199	A/I
Bjune_a70	5	R
Bjune_a70	199	A/I
Bjune_a71	5	R
Bjune_a71	199	A/I
Bjune_a72	5	R
Bjune_a72	199	A/I
Bjune_a73	5	R
Bjune_a73	199	A/I
Bjune_a74	5	R
Bjune_a74	199	A/I
Bjune_a75	5	R
Bjune_a75	199	A/I
Bjune_a76	5	R
Bjune_a76	199	A/I
Bjune_a77	5	R
Bjune_a77	199	A/I
Bjune_a78	5	R
Bjune_a78	199	A/I
Bjune_a79	5	R
Bjune_a79	199	A/I
Bjune_a8	5	R
Bjune_a8	199	A/I
Bjune_a80	5	R
Bjune_a80	199	A/I
Bjune_a81	5	R
Bjune_a81	199	A/I
Bjune_a82	5	R
Bjune_a82	199	A/I
Bjune_a83	5	R
Bjune_a83	199	A/I
Bjune_a84	5	R
Bjune_a84	199	A/I
Bjune_a85	5	R
Bjune_a85	199	A/I
Bjune_a86	5	R
Bjune_a86	199	A/I
Bjune_a87	5	R
Bjune_a87	199	A/I
Bjune_a88	5	R
Bjune_a88	199	A/I
Bjune_a89	5	R
Bjune_a89	199	A/I
Bjune_a9	5	R
Bjune_a9	199	A/I
Bjune_a90	5	R
Bjune_a90	199	A/I
Bjune_a91	5	R
Bjune_a91	199	A/I
Bjune_a92	5	R
Bjune_a92	199	A/I
Bjune_a93	5	R
Bjune_a93	199	A/I
Bjune_a94	5	R
Bjune_a94	199	A/I
Bjune_a95	5	R
Bjune_a95	199	A/I
Bjune_a96	5	R
Bjune_a96	199	A/I
Bjune_a97	5	R
Bjune_a97	199	A/I
Bjune_a98	5	R
Bjune_a98	199	A/I
Bjune_a99	5	R
Bjune_a99	199	A/I
Bunting_b1	6	R/A
Bunting_b10	6	R/A
Bunting_b11	6	R/A
Bunting_b2	6	R/A
Bunting_b3	6	R/A
Bunting_b4	6	R/A
Bunting_b5	6	R/A
Bunting_b6	6	R/A
Bunting_b7	6	R/A
Bunting_b8	6	R/A
Bunting_b9	6	R/A
Connor_a1	7	R/A
Connor_a10	7	R/A
Connor_a11	7	R/A
Connor_a12	7	R/A
Connor_a13	7	R/A
Connor_a14	7	R/A
Connor_a15	7	R/A
Connor_a16	7	R/A
Connor_a17	7	R/A
Connor_a18	7	R/A
Connor_a19	7	R/A
Connor_a2	7	R/A
Connor_a20	7	R/A
Connor_a21	7	R/A
Connor_a22	7	R/A
Connor_a23	7	R/A
Connor_a24	7	R/A
Connor_a25	7	R/A
Connor_a26	7	R/A
Connor_a27	7	R/A
Connor_a28	7	R/A
Connor_a29	7	R/A
Connor_a3	7	R/A
Connor_a30	7	R/A
Connor_a31	7	R/A
Connor_a32	7	R/A
Connor_a33	7	R/A
Connor_a34	7	R/A
Connor_a35	7	R/A
Connor_a36	7	R/A
Connor_a37	7	R/A
Connor_a38	7	R/A
Connor_a39	7	R/A
Connor_a4	7	R/A
Connor_a40	7	R/A
Connor_a41	7	R/A
Connor_a42	7	R/A
Connor_a43	7	R/A
Connor_a44	7	R/A
Connor_a45	7	R/A
Connor_a5	7	R/A
Connor_a6	7	R/A
Connor_a7	7	R/A
Connor_a8	7	R/A
Connor_a9	7	R/A
Connor_b1	7	R/A
Connor_b10	7	R/A
Connor_b11	7	R/A
Connor_b12	7	R/A
Connor_b2	7	R/A
Connor_b3	7	R/A
Connor_b4	7	R/A
Connor_b5	7	R/A
Connor_b6	7	R/A
Connor_b7	7	R/A
Connor_b8	7	R/A
Connor_b9	7	R/A
Connor_c1	7	R/A
Connor_d1	7	R/A
Connor_e1	7	R
Connor_e1	200	A
Connor_e2	7	R
Connor_e2	200	A
Dambach_a1	8	R/A
Dambach_a10	8	R/A
Dambach_a100	8	R/A
Dambach_a101	8	R/A
Dambach_a102	8	R/A
Dambach_a103	8	R/A
Dambach_a104	8	R/A
Dambach_a105	8	R/A
Dambach_a106	8	R/A
Dambach_a107	8	R/A
Dambach_a108	8	R/A
Dambach_a109	8	R/A
Dambach_a11	8	R/A
Dambach_a110	8	R/A
Dambach_a111	8	R/A
Dambach_a112	8	R/A
Dambach_a113	8	R/A
Dambach_a114	8	R/A
Dambach_a115	8	R/A
Dambach_a116	8	R/A
Dambach_a117	8	R/A
Dambach_a118	8	R/A
Dambach_a119	8	R/A
Dambach_a12	8	R/A
Dambach_a120	8	R/A
Dambach_a121	8	R/A
Dambach_a122	8	R/A
Dambach_a123	8	R/A
Dambach_a124	8	R/A
Dambach_a125	8	R/A
Dambach_a126	8	R/A
Dambach_a127	8	R/A
Dambach_a128	8	R/A
Dambach_a129	8	R/A
Dambach_a13	8	R/A
Dambach_a130	8	R/A
Dambach_a131	8	R/A
Dambach_a132	8	R/A
Dambach_a133	8	R/A
Dambach_a134	8	R/A
Dambach_a135	8	R/A
Dambach_a136	8	R/A
Dambach_a137	8	R/A
Dambach_a138	8	R/A
Dambach_a139	8	R/A
Dambach_a14	8	R/A
Dambach_a140	8	R/A
Dambach_a141	8	R/A
Dambach_a142	8	R/A
Dambach_a143	8	R/A
Dambach_a144	8	R/A
Dambach_a145	8	R/A
Dambach_a146	8	R/A
Dambach_a147	8	R/A
Dambach_a148	8	R/A
Dambach_a149	8	R/A
Dambach_a15	8	R/A
Dambach_a150	8	R/A
Dambach_a151	8	R/A
Dambach_a152	8	R/A
Dambach_a153	8	R/A
Dambach_a154	8	R/A
Dambach_a155	8	R/A
Dambach_a156	8	R/A
Dambach_a157	8	R/A
Dambach_a158	8	R/A
Dambach_a159	8	R/A
Dambach_a16	8	R/A
Dambach_a160	8	R/A
Dambach_a161	8	R/A
Dambach_a162	8	R/A
Dambach_a163	8	R/A
Dambach_a164	8	R/A
Dambach_a165	8	R/A
Dambach_a166	8	R/A
Dambach_a167	8	R/A
Dambach_a168	8	R/A
Dambach_a169	8	R/A
Dambach_a17	8	R/A
Dambach_a170	8	R/A
Dambach_a171	8	R/A
Dambach_a172	8	R/A
Dambach_a173	8	R/A
Dambach_a174	8	R/A
Dambach_a175	8	R/A
Dambach_a176	8	R/A
Dambach_a177	8	R/A
Dambach_a178	8	R/A
Dambach_a179	8	R/A
Dambach_a18	8	R/A
Dambach_a180	8	R/A
Dambach_a181	8	R/A
Dambach_a182	8	R/A
Dambach_a183	8	R/A
Dambach_a184	8	R/A
Dambach_a185	8	R/A
Dambach_a186	8	R/A
Dambach_a187	8	R/A
Dambach_a188	8	R/A
Dambach_a189	8	R/A
Dambach_a19	8	R/A
Dambach_a190	8	R/A
Dambach_a191	8	R/A
Dambach_a192	8	R/A
Dambach_a193	8	R/A
Dambach_a194	8	R/A
Dambach_a195	8	R/A
Dambach_a196	8	R/A
Dambach_a197	8	R/A
Dambach_a198	8	R/A
Dambach_a199	8	R/A
Dambach_a2	8	R/A
Dambach_a20	8	R/A
Dambach_a200	8	R/A
Dambach_a201	8	R/A
Dambach_a202	8	R/A
Dambach_a203	8	R/A
Dambach_a204	8	R/A
Dambach_a205	8	R/A
Dambach_a206	8	R/A
Dambach_a207	8	R/A
Dambach_a208	8	R/A
Dambach_a209	8	R/A
Dambach_a21	8	R/A
Dambach_a210	8	R/A
Dambach_a211	8	R/A
Dambach_a212	8	R/A
Dambach_a213	8	R/A
Dambach_a214	8	R/A
Dambach_a215	8	R/A
Dambach_a216	8	R/A
Dambach_a217	8	R/A
Dambach_a218	8	R/A
Dambach_a219	8	R/A
Dambach_a22	8	R/A
Dambach_a220	8	R/A
Dambach_a221	8	R/A
Dambach_a222	8	R/A
Dambach_a223	8	R/A
Dambach_a224	8	R/A
Dambach_a225	8	R/A
Dambach_a226	8	R/A
Dambach_a227	8	R/A
Dambach_a228	8	R/A
Dambach_a229	8	R/A
Dambach_a23	8	R/A
Dambach_a230	8	R/A
Dambach_a231	8	R/A
Dambach_a232	8	R/A
Dambach_a233	8	R/A
Dambach_a234	8	R/A
Dambach_a235	8	R/A
Dambach_a236	8	R/A
Dambach_a237	8	R/A
Dambach_a238	8	R/A
Dambach_a239	8	R/A
Dambach_a24	8	R/A
Dambach_a240	8	R/A
Dambach_a241	8	R/A
Dambach_a242	8	R/A
Dambach_a243	8	R/A
Dambach_a244	8	R/A
Dambach_a245	8	R/A
Dambach_a246	8	R/A
Dambach_a247	8	R/A
Dambach_a248	8	R/A
Dambach_a249	8	R/A
Dambach_a25	8	R/A
Dambach_a250	8	R/A
Dambach_a251	8	R/A
Dambach_a252	8	R/A
Dambach_a253	8	R/A
Dambach_a254	8	R/A
Dambach_a255	8	R/A
Dambach_a256	8	R/A
Dambach_a257	8	R/A
Dambach_a258	8	R/A
Dambach_a259	8	R/A
Dambach_a26	8	R/A
Dambach_a260	8	R/A
Dambach_a261	8	R/A
Dambach_a262	8	R/A
Dambach_a263	8	R/A
Dambach_a264	8	R/A
Dambach_a265	8	R/A
Dambach_a266	8	R/A
Dambach_a267	8	R/A
Dambach_a268	8	R/A
Dambach_a269	8	R/A
Dambach_a27	8	R/A
Dambach_a270	8	R/A
Dambach_a271	8	R/A
Dambach_a272	8	R/A
Dambach_a273	8	R/A
Dambach_a274	8	R/A
Dambach_a275	8	R/A
Dambach_a276	8	R/A
Dambach_a277	8	R/A
Dambach_a278	8	R/A
Dambach_a279	8	R/A
Dambach_a28	8	R/A
Dambach_a280	8	R/A
Dambach_a281	8	R/A
Dambach_a282	8	R/A
Dambach_a283	8	R/A
Dambach_a284	8	R/A
Dambach_a285	8	R/A
Dambach_a286	8	R/A
Dambach_a287	8	R/A
Dambach_a288	8	R/A
Dambach_a289	8	R/A
Dambach_a29	8	R/A
Dambach_a290	8	R/A
Dambach_a291	8	R/A
Dambach_a292	8	R/A
Dambach_a293	8	R/A
Dambach_a294	8	R/A
Dambach_a295	8	R/A
Dambach_a296	8	R/A
Dambach_a297	8	R/A
Dambach_a298	8	R/A
Dambach_a299	8	R/A
Dambach_a3	8	R/A
Dambach_a30	8	R/A
Dambach_a300	8	R/A
Dambach_a301	8	R/A
Dambach_a302	8	R/A
Dambach_a303	8	R/A
Dambach_a304	8	R/A
Dambach_a305	8	R/A
Dambach_a306	8	R/A
Dambach_a307	8	R/A
Dambach_a308	8	R/A
Dambach_a309	8	R/A
Dambach_a31	8	R/A
Dambach_a310	8	R/A
Dambach_a311	8	R/A
Dambach_a312	8	R/A
Dambach_a313	8	R/A
Dambach_a314	8	R/A
Dambach_a315	8	R/A
Dambach_a316	8	R/A
Dambach_a317	8	R/A
Dambach_a318	8	R/A
Dambach_a319	8	R/A
Dambach_a32	8	R/A
Dambach_a320	8	R/A
Dambach_a321	8	R/A
Dambach_a322	8	R/A
Dambach_a323	8	R/A
Dambach_a324	8	R/A
Dambach_a325	8	R/A
Dambach_a326	8	R/A
Dambach_a327	8	R/A
Dambach_a328	8	R/A
Dambach_a329	8	R/A
Dambach_a33	8	R/A
Dambach_a330	8	R/A
Dambach_a331	8	R/A
Dambach_a332	8	R/A
Dambach_a333	8	R/A
Dambach_a334	8	R/A
Dambach_a335	8	R/A
Dambach_a336	8	R/A
Dambach_a337	8	R/A
Dambach_a338	8	R/A
Dambach_a339	8	R/A
Dambach_a34	8	R/A
Dambach_a340	8	R/A
Dambach_a341	8	R/A
Dambach_a342	8	R/A
Dambach_a343	8	R/A
Dambach_a344	8	R/A
Dambach_a345	8	R/A
Dambach_a346	8	R/A
Dambach_a347	8	R/A
Dambach_a348	8	R/A
Dambach_a349	8	R/A
Dambach_a35	8	R/A
Dambach_a350	8	R/A
Dambach_a351	8	R/A
Dambach_a352	8	R/A
Dambach_a353	8	R/A
Dambach_a354	8	R/A
Dambach_a355	8	R/A
Dambach_a356	8	R/A
Dambach_a357	8	R/A
Dambach_a358	8	R/A
Dambach_a359	8	R/A
Dambach_a36	8	R/A
Dambach_a360	8	R/A
Dambach_a361	8	R/A
Dambach_a362	8	R/A
Dambach_a363	8	R/A
Dambach_a364	8	R/A
Dambach_a365	8	R/A
Dambach_a366	8	R/A
Dambach_a367	8	R/A
Dambach_a368	8	R/A
Dambach_a369	8	R/A
Dambach_a37	8	R/A
Dambach_a370	8	R/A
Dambach_a371	8	R/A
Dambach_a372	8	R/A
Dambach_a373	8	R/A
Dambach_a374	8	R/A
Dambach_a375	8	R/A
Dambach_a376	8	R/A
Dambach_a377	8	R/A
Dambach_a378	8	R/A
Dambach_a379	8	R/A
Dambach_a38	8	R/A
Dambach_a380	8	R/A
Dambach_a381	8	R/A
Dambach_a382	8	R/A
Dambach_a383	8	R/A
Dambach_a384	8	R/A
Dambach_a385	8	R/A
Dambach_a386	8	R/A
Dambach_a387	8	R/A
Dambach_a388	8	R/A
Dambach_a389	8	R/A
Dambach_a39	8	R/A
Dambach_a390	8	R/A
Dambach_a391	8	R/A
Dambach_a392	8	R/A
Dambach_a393	8	R/A
Dambach_a394	8	R/A
Dambach_a395	8	R/A
Dambach_a396	8	R/A
Dambach_a397	8	R/A
Dambach_a398	8	R/A
Dambach_a399	8	R/A
Dambach_a4	8	R/A
Dambach_a40	8	R/A
Dambach_a400	8	R/A
Dambach_a401	8	R/A
Dambach_a402	8	R/A
Dambach_a403	8	R/A
Dambach_a404	8	R/A
Dambach_a405	8	R/A
Dambach_a406	8	R/A
Dambach_a407	8	R/A
Dambach_a408	8	R/A
Dambach_a409	8	R/A
Dambach_a41	8	R/A
Dambach_a410	8	R/A
Dambach_a411	8	R/A
Dambach_a412	8	R/A
Dambach_a413	8	R/A
Dambach_a414	8	R/A
Dambach_a415	8	R/A
Dambach_a416	8	R/A
Dambach_a417	8	R/A
Dambach_a418	8	R/A
Dambach_a419	8	R/A
Dambach_a42	8	R/A
Dambach_a420	8	R/A
Dambach_a421	8	R/A
Dambach_a422	8	R/A
Dambach_a423	8	R/A
Dambach_a424	8	R/A
Dambach_a425	8	R/A
Dambach_a426	8	R/A
Dambach_a427	8	R/A
Dambach_a428	8	R/A
Dambach_a429	8	R/A
Dambach_a43	8	R/A
Dambach_a430	8	R/A
Dambach_a431	8	R/A
Dambach_a432	8	R/A
Dambach_a433	8	R/A
Dambach_a434	8	R/A
Dambach_a435	8	R/A
Dambach_a436	8	R/A
Dambach_a437	8	R/A
Dambach_a438	8	R/A
Dambach_a439	8	R/A
Dambach_a44	8	R/A
Dambach_a440	8	R/A
Dambach_a441	8	R/A
Dambach_a442	8	R/A
Dambach_a443	8	R/A
Dambach_a444	8	R/A
Dambach_a445	8	R/A
Dambach_a446	8	R/A
Dambach_a447	8	R/A
Dambach_a45	8	R/A
Dambach_a46	8	R/A
Dambach_a47	8	R/A
Dambach_a48	8	R/A
Dambach_a49	8	R/A
Dambach_a5	8	R/A
Dambach_a50	8	R/A
Dambach_a51	8	R/A
Dambach_a52	8	R/A
Dambach_a53	8	R/A
Dambach_a54	8	R/A
Dambach_a55	8	R/A
Dambach_a56	8	R/A
Dambach_a57	8	R/A
Dambach_a58	8	R/A
Dambach_a59	8	R/A
Dambach_a6	8	R/A
Dambach_a60	8	R/A
Dambach_a61	8	R/A
Dambach_a62	8	R/A
Dambach_a63	8	R/A
Dambach_a64	8	R/A
Dambach_a65	8	R/A
Dambach_a66	8	R/A
Dambach_a67	8	R/A
Dambach_a68	8	R/A
Dambach_a69	8	R/A
Dambach_a7	8	R/A
Dambach_a70	8	R/A
Dambach_a71	8	R/A
Dambach_a72	8	R/A
Dambach_a73	8	R/A
Dambach_a74	8	R/A
Dambach_a75	8	R/A
Dambach_a76	8	R/A
Dambach_a77	8	R/A
Dambach_a78	8	R/A
Dambach_a79	8	R/A
Dambach_a8	8	R/A
Dambach_a80	8	R/A
Dambach_a81	8	R/A
Dambach_a82	8	R/A
Dambach_a83	8	R/A
Dambach_a84	8	R/A
Dambach_a85	8	R/A
Dambach_a86	8	R/A
Dambach_a87	8	R/A
Dambach_a88	8	R/A
Dambach_a89	8	R/A
Dambach_a9	8	R/A
Dambach_a90	8	R/A
Dambach_a91	8	R/A
Dambach_a92	8	R/A
Dambach_a93	8	R/A
Dambach_a94	8	R/A
Dambach_a95	8	R/A
Dambach_a96	8	R/A
Dambach_a97	8	R/A
Dambach_a98	8	R/A
Dambach_a99	8	R/A
EPDcoretop_E1	9	R/A
EPDcoretop_E1000	10	R/A
EPDcoretop_E1001	11	R/A
EPDcoretop_E1007	12	R/A
EPDcoretop_E1008	13	R/A
EPDcoretop_E101	14	R/A
EPDcoretop_E1022	15	R/A
EPDcoretop_E1024	16	R/A
EPDcoretop_E1026	16	R/A
EPDcoretop_E1027	16	R/A
EPDcoretop_E1028	16	R/A
EPDcoretop_E1031	16	R/A
EPDcoretop_E1033	17	R/A
EPDcoretop_E1034	17	R/A
EPDcoretop_E1035	17	R/A
EPDcoretop_E1036	17	R/A
EPDcoretop_E1037	17	R/A
EPDcoretop_E1041	18	R/A
EPDcoretop_E1043	19	A/U
EPDcoretop_E1048	20	R/A
EPDcoretop_E1052	21	A/U
EPDcoretop_E1054	22	R/A
EPDcoretop_E1055	11	R/A
EPDcoretop_E1056	23	R/A
EPDcoretop_E1059	11	R/A
EPDcoretop_E1060	24	R/A
EPDcoretop_E1062	25	R/A
EPDcoretop_E1063	26	A/U
EPDcoretop_E1064	23	R/A
EPDcoretop_E1065	23	R/A
EPDcoretop_E1072	11	R/A
EPDcoretop_E1075	27	R/A
EPDcoretop_E1079	23	R/A
EPDcoretop_E1084	11	R/A
EPDcoretop_E1089	23	R/A
EPDcoretop_E1092	23	R/A
EPDcoretop_E1095	23	R/A
EPDcoretop_E1100	23	R/A
EPDcoretop_E1102	23	R/A
EPDcoretop_E1107	20	R/A
EPDcoretop_E1109	23	R/A
EPDcoretop_E1121	23	R/A
EPDcoretop_E1122	23	R/A
EPDcoretop_E113	28	R/A
EPDcoretop_E1134	29	R/A
EPDcoretop_E1135	29	R/A
EPDcoretop_E1138	30	A/U
EPDcoretop_E114	31	A/D
EPDcoretop_E1142	23	R/A
EPDcoretop_E1146	23	R/A
EPDcoretop_E1149	11	R/A
EPDcoretop_E1153	23	R/A
EPDcoretop_E1157	11	R/A
EPDcoretop_E1159	23	R/A
EPDcoretop_E1160	23	R/A
EPDcoretop_E1161	23	R/A
EPDcoretop_E1166	11	R/A
EPDcoretop_E1167	23	R/A
EPDcoretop_E1169	23	R/A
EPDcoretop_E1170	23	R/A
EPDcoretop_E1176	23	R/A
EPDcoretop_E1178	32	A/U
EPDcoretop_E1179	32	A/U
EPDcoretop_E118	33	R/A
EPDcoretop_E1180	34	A/U
EPDcoretop_E1184	34	A/U
EPDcoretop_E1189	32	A/U
EPDcoretop_E1193	32	A/U
EPDcoretop_E1194	32	A/U
EPDcoretop_E1195	32	A/U
EPDcoretop_E1196	32	A/U
EPDcoretop_E1197	32	A/U
EPDcoretop_E1198	32	A/U
EPDcoretop_E1199	32	A/U
EPDcoretop_E1200	32	A/U
EPDcoretop_E1201	32	A/U
EPDcoretop_E1202	32	A/U
EPDcoretop_E1213	32	A/U
EPDcoretop_E1214	32	A/U
EPDcoretop_E1216	35	A/U
EPDcoretop_E122	36	R/A
EPDcoretop_E1227	23	R/A
EPDcoretop_E1230	37	R/A
EPDcoretop_E1232	38	R/A
EPDcoretop_E125	39	R/A
EPDcoretop_E1257	40	R/A
EPDcoretop_E1258	40	R/A
EPDcoretop_E1259	41	A/U
EPDcoretop_E1265	42	A/U
EPDcoretop_E1267	43	R/A
EPDcoretop_E1268	43	R/A
EPDcoretop_E1272	43	R/A
EPDcoretop_E1273	43	R/A
EPDcoretop_E1275	44	R/A
EPDcoretop_E1279	16	R/A
EPDcoretop_E1283	45	R/A
EPDcoretop_E1285	22	R/A
EPDcoretop_E1287	22	R/A
EPDcoretop_E1289	22	R/A
EPDcoretop_E1292	27	R/A
EPDcoretop_E1299	46	A/U
EPDcoretop_E1327	22	R/A
EPDcoretop_E1328	22	R/A
EPDcoretop_E133	47	R/A
EPDcoretop_E1330	22	R/A
EPDcoretop_E1344	22	R/A
EPDcoretop_E1345	22	R/A
EPDcoretop_E1349	22	R/A
EPDcoretop_E1355	22	R/A
EPDcoretop_E1356	22	R/A
